beta,seed,x0,zero_count,max_abs,unit_error
1.1,28,3.171919278908546,0,203696.33094733526,2.220446049250313e-16
1.1,29,-0.09233816890272763,0,1838157.3785474945,2.220446049250313e-16
1.1,30,1.2496673715281836,0,270186.50086561363,2.220446049250313e-16
1.1,31,-0.5015342844299056,0,1365187.287796404,2.220446049250313e-16
1.1,32,0.021454963237244478,0,466934.35433551384,2.220446049250313e-16
1.1,33,-23.468496085992292,0,944458.0434787378,2.220446049250313e-16
1.1,34,1.372329217022657,0,154183.70705042145,2.220446049250313e-16
1.1,35,-0.4176725831401069,0,1811757.5590493917,2.220446049250313e-16
1.1,36,-0.12451210088633022,0,1724562.9360780679,2.220446049250313e-16
1.1,37,-0.7830086313185595,0,735288.0357265334,2.220446049250313e-16
1.1,38,0.07969864686043916,0,3882721.737469806,2.220446049250313e-16
1.1,39,0.9601884363765605,0,3642225.0659492835,2.220446049250313e-16
1.1,40,2.7718120877182604,0,1179842.7462891534,2.220446049250313e-16
1.1,41,-7.687018433014902,0,319141.1928839848,2.220446049250313e-16
1.1,42,1.249247850672964,0,246013.50550942938,2.220446049250313e-16
1.1,43,-0.47719878685945183,0,446081.1606862282,2.220446049250313e-16
1.1,44,-0.2779438194731997,0,8466887.046965465,2.220446049250313e-16
1.1,45,1.4866585744629088,0,185434.3839591055,2.220446049250313e-16
1.1,46,0.5781814900280927,0,384125.2773385536,2.220446049250313e-16
1.1,47,0.1463913523764855,0,157141.08219726023,2.220446049250313e-16
1.1,48,0.32036278251206457,0,596776.2843872539,2.220446049250313e-16
1.1,49,0.4867093489876179,0,4859324.060641625,2.220446049250313e-16
1.1,50,0.029514082248374887,0,81028.45780166404,2.220446049250313e-16
1.1,51,-0.02232382352565059,0,1755750.3351971111,2.220446049250313e-16
1.1,52,-0.8690866765209647,0,2618569.1142698308,2.220446049250313e-16
1.1,53,0.9853154420914898,0,545824.7487815465,2.220446049250313e-16
1.1,54,-0.2382132071478051,0,301326.40029600164,2.220446049250313e-16
1.1,55,1.4537733711032201,0,614601.7782350499,2.220446049250313e-16
1.1,56,7.489791158666332,0,566651.5988080723,2.220446049250313e-16
1.1,57,-0.35744189070105015,0,6702378.327482806,2.220446049250313e-16
1.1,58,0.5771197697530123,0,273477.37426443014,2.220446049250313e-16
1.1,59,0.47437552573045105,0,1123295.6076797377,2.220446049250313e-16
1.1,60,15.86464557572812,0,5080851.801029341,2.220446049250313e-16
1.1,61,0.8096821042067216,0,6343055.092290516,2.220446049250313e-16
1.1,62,0.04793720940495421,0,168917.30438702818,2.220446049250313e-16
1.1,63,0.32152815594377837,0,731910.9682871902,2.220446049250313e-16
2.0,0,-7.274085166002612,0,96452.80776183245,2.220446049250313e-16
2.0,1,-1.3365391883500448,0,1833264.5627888078,2.220446049250313e-16
2.0,2,-0.36182442866865744,0,297507.1786050578,2.220446049250313e-16
2.0,3,-0.6760049593006449,0,17405956.53853524,2.220446049250313e-16
2.0,4,-8.03330646475648,0,805150.9459131551,2.220446049250313e-16
2.0,5,5.1543378079826665,0,5085165.329546278,2.220446049250313e-16
2.0,6,1.7866252928801738,0,4461950.508438309,2.220446049250313e-16
2.0,7,0.5083195950845941,0,525455.0849242047,2.220446049250313e-16
2.0,8,3.0131521390782887,0,1283461.9411617257,2.220446049250313e-16
2.0,9,0.6084792541060231,0,11339263.48586519,2.220446049250313e-16
2.0,10,-0.33790663714612235,0,1185406.8444977573,2.220446049250313e-16
2.0,11,-0.18985297045368563,0,802880.9080715247,2.220446049250313e-16
2.0,12,-1.0401520340953756,0,3274065.628279406,2.220446049250313e-16
2.0,13,-0.5859280207853944,0,824029.8434979807,2.220446049250313e-16
