beta,seed,n,k,lag,real,imag
1.0001,39,1000000,1,4096,0.44239799682003517,-0.026683096129684104
1.0001,39,50000,4,1,0.9991512486803058,-8.786203337627452e-05
1.0001,39,50000,4,64,0.9443312824880412,-0.00571168404589004
1.0001,39,50000,4,1024,0.3689503837248586,-0.05985011172773888
1.0001,39,50000,4,4096,-0.15568051385192028,0.16349940319617767
1.0001,39,200000,4,1,0.9991033958948755,-0.00023565678096229364
1.0001,39,200000,4,64,0.9446939830256141,-0.013931008013653235
1.0001,39,200000,4,1024,0.33410591908385434,-0.08881830346303979
1.0001,39,200000,4,4096,-0.1910853097137038,0.02407049517830134
1.0001,39,1000000,4,1,0.999171163186543,-0.00010934629870397672
1.0001,39,1000000,4,64,0.9491826536400758,-0.007517393523743299
1.0001,39,1000000,4,1024,0.46452439722613215,-0.06418864461458246
1.0001,39,1000000,4,4096,0.06071948974246651,0.006700502019211802
1.0001,40,50000,1,1,0.9997470873376436,-6.266751725457323e-05
1.0001,40,50000,1,64,0.9841531409700336,-0.002894992931081169
1.0001,40,50000,1,1024,0.7899326424983418,-0.04087181881948932
1.0001,40,50000,1,4096,0.41725752719897935,0.08490508248304551
1.0001,40,200000,1,1,0.9998249451186525,-3.735262496516371e-05
1.0001,40,200000,1,64,0.9888485252521193,-0.0021195792136427293
1.0001,40,200000,1,1024,0.8454310831774582,-0.018441853035857537
1.0001,40,200000,1,4096,0.49876588571275693,-0.004369864572150616
1.0001,40,1000000,1,1,0.9997996109878845,-7.175577454844721e-06
1.0001,40,1000000,1,64,0.9871602099037655,-0.0003011188992935913
1.0001,40,1000000,1,1024,0.8110514058163478,-0.0032333344363583527
1.0001,40,1000000,1,4096,0.43023121526009217,-0.014393863367697522
1.0001,40,50000,4,1,0.9988530802111216,-0.0005063656752777163
1.0001,40,50000,4,64,0.930091129573768,-0.027448120819727594
1.0001,40,50000,4,1024,0.4044321582262047,-0.33052825563049043
1.0001,40,50000,4,4096,0.01915047454610729,0.08725013739078961
1.0001,40,200000,4,1,0.9992494748973115,-0.0002529946582243365
1.0001,40,200000,4,64,0.9524049361484372,-0.014757209820215823
1.0001,40,200000,4,1024,0.5320320498899691,-0.11624418670686618
1.0001,40,200000,4,4096,0.10408372034459738,-0.04133192114138781
1.0001,40,1000000,4,1,0.9992148593051633,-5.490880092567384e-05
1.0001,40,1000000,4,64,0.9503133953316302,-0.0022829848288863403
1.0001,40,1000000,4,1024,0.4392238155995889,-0.022558698848596067
1.0001,40,1000000,4,4096,0.03262998361742546,-0.023190260716039655
1.0001,41,50000,1,1,0.9997111644648513,-2.1641002027006924e-05
1.0001,41,50000,1,64,0.98145712430385,-0.0013451022234852556
1.0001,41,50000,1,1024,0.7435714575457127,-0.01060695532125822
1.0001,41,50000,1,4096,0.3226928319029154,-0.08205493684277443
1.0001,41,200000,1,1,0.9997193846542848,-3.1416782207797075e-05
1.0001,41,200000,1,64,0.9819721776171643,-0.002062090175234575
1.0001,41,200000,1,1024,0.748552061655515,-0.02816687159390149
1.0001,41,200000,1,4096,0.3096829165105317,-0.009528309643926721
1.0001,41,1000000,1,1,0.9997603991056625,7.962036183369348e-06
1.0001,41,1000000,1,64,0.9846162409315989,0.0004888596625036568
1.0001,41,1000000,1,1024,0.7740573799746467,0.010075479270563481
1.0001,41,1000000,1,4096,0.3415665849046119,0.035482416937364085
1.0001,41,50000,4,1,0.9986285571519882,-0.00011468246547762565
1.0001,41,50000,4,64,0.9105330446770047,-0.0068885417303568225
1.0001,41,50000,4,1024,0.12763198408711757,-0.042542183279765576
1.0001,41,50000,4,4096,-0.00015824510766186304,0.04899968363492959
1.0001,41,200000,4,1,0.9986615331055709,-0.00014219374532190178
1.0001,41,200000,4,64,0.9148706337681995,-0.009002040757701968
1.0001,41,200000,4,1024,0.1866470163175322,-0.08609404326873568
1.0001,41,200000,4,4096,-0.014242029067162524,-0.044976947567019206
1.0001,41,1000000,4,1,0.9990014617775216,6.99221429272614e-05
1.0001,41,1000000,4,64,0.9378189520231173,0.0038224209170503423
1.0001,41,1000000,4,1024,0.3130209528204416,0.03749493514301943
1.0001,41,1000000,4,4096,-0.050770434852097104,0.005229847166931712
1.0001,42,50000,1,1,0.9997162881008832,6.922583363060831e-05
1.0001,42,50000,1,64,0.9821110697839508,0.00478963656840268
1.0001,42,50000,1,1024,0.764045795983205,0.06793224661899688
1.0001,42,50000,1,4096,0.3893272738552608,0.2104411335335901
1.0001,42,200000,1,1,0.999767613203207,-3.637477397668447e-05
1.0001,42,200000,1,64,0.9852835546265545,-0.0025421760807724045
1.0001,42,200000,1,1024,0.7967635076913075,-0.03897674808914101
1.0001,42,200000,1,4096,0.44336750011034876,-0.13184279974000782
1.0001,42,1000000,1,1,0.9997880450042366,4.1528219136306605e-06
1.0001,42,1000000,1,64,0.986558633146766,0.00019152065163936292
1.0001,42,1000000,1,1024,0.8072425678444223,-0.004760137928275781
1.0001,42,1000000,1,4096,0.42917080351851933,-0.048226418162671036
1.0001,42,50000,4,1,0.9987646643013522,0.0005970806478118122
1.0001,42,50000,4,64,0.9276885750996217,0.0290571320143443
1.0001,42,50000,4,1024,0.32949066113973874,0.1626759438882875
1.0001,42,50000,4,4096,-0.14942100605058395,-0.16564464508317545
1.0001,42,200000,4,1,0.9991251194668399,-7.665491545333266e-05
1.0001,42,200000,4,64,0.9469708997603075,-0.0074363669481834925
1.0001,42,200000,4,1024,0.3482473043254359,-0.10269340021944061
1.0001,42,200000,4,4096,-0.05054968347831358,-0.22383651104455715
1.0001,42,1000000,4,1,0.999196595347007,5.259483331803365e-05
1.0001,42,1000000,4,64,0.9490281348130297,0.0024277901957326198
1.0001,42,1000000,4,1024,0.3929296750783149,0.02374545020797786
1.0001,42,1000000,4,4096,-0.027488380683516844,-0.012365431693328007
1.0001,43,50000,1,1,0.9996977433998675,-3.802566049730191e-05
1.0001,43,50000,1,64,0.9803671256777283,-0.002982248555471035
1.0001,43,50000,1,1024,0.7198993422540969,-0.035553689035823295
1.0001,43,50000,1,4096,0.1850548045540792,-0.03150860600622237
1.0001,43,200000,1,1,0.9997910117743092,-2.6332755248551396e-05
1.0001,43,200000,1,64,0.9867061082276546,-0.001707347946924949
1.0001,43,200000,1,1024,0.8055563166387496,-0.011570356956803907
1.0001,43,200000,1,4096,0.4231096368698273,0.02283998616096764
1.0001,43,1000000,1,1,0.9998007857851533,-8.342405705497339e-06
1.0001,43,1000000,1,64,0.9873464337046607,-0.0006219841835734724
1.0001,43,1000000,1,1024,0.8129190485887132,-0.006957592191390125
1.0001,43,1000000,1,4096,0.4236120574050732,-0.0033232978103888526
1.0001,43,50000,4,1,0.9989862662067421,-0.0001870454574093104
1.0001,43,50000,4,64,0.9345199171412589,-0.01704032761115352
1.0001,43,50000,4,1024,0.02463622729770441,-0.09342632862270879
1.0001,43,50000,4,4096,-0.06986732652818918,0.06227753725917338
1.0001,43,200000,4,1,0.9993077161775948,-0.0002158201643647189
1.0001,43,200000,4,64,0.9568822399774779,-0.01433506573160012
1.0001,43,200000,4,1024,0.400120790628408,-0.10094978606079787
1.0001,43,200000,4,4096,0.13216074644292172,0.015550426717159496
1.0001,43,1000000,4,1,0.999243518854185,-6.178764086627911e-05
1.0001,43,1000000,4,64,0.952520919468701,-0.004070081885989899
1.0001,43,1000000,4,1024,0.4418547154390117,-0.016144298903874747
1.0001,43,1000000,4,4096,0.05498250755637776,-0.018513480182732474
1.0001,44,50000,1,1,0.9997633078966301,-0.00011286196618404332
1.0001,44,50000,1,64,0.9854851333626186,-0.006631474153909045
1.0001,44,50000,1,1024,0.8083553719354454,-0.05753836709727169
1.0001,44,50000,1,4096,0.5468064996407788,-0.060045202779800806
1.0001,44,200000,1,1,0.9997372084027948,-3.7234658588006575e-06
1.0001,44,200000,1,64,0.9832485425233196,2.5757003167396827e-05
1.0001,44,200000,1,1024,0.7629181352283384,0.013370544394513555
1.0001,44,200000,1,4096,0.3975322217591742,0.07625686639739603
1.0001,44,1000000,1,1,0.999794488614119,-1.6868503258322905e-05
1.0001,44,1000000,1,64,0.9868897439702752,-0.0009155251725789489
1.0001,44,1000000,1,1024,0.813035818354019,-0.009912440734612967
1.0001,44,1000000,1,4096,0.4349538375725781,-0.03342722561730288
1.0001,44,50000,4,1,0.9989496988455008,-0.0009015248039442568
1.0001,44,50000,4,64,0.9382972426215488,-0.05382021456476115
1.0001,44,50000,4,1024,0.312047731830598,-0.40005868720187293
1.0001,44,50000,4,4096,-0.026051496299660123,-0.1667625912863495
1.0001,44,200000,4,1,0.9988788505244236,-6.825320357846706e-05
1.0001,44,200000,4,64,0.9324257672694323,-0.004346921037029721
1.0001,44,200000,4,1024,0.20838866576557805,0.0004161730665784956
1.0001,44,200000,4,4096,-0.005813777603257759,0.03407905711790706
1.0001,44,1000000,4,1,0.9991859886628935,-7.816300083245027e-05
1.0001,44,1000000,4,64,0.9490167693615588,-0.004940480178381431
1.0001,44,1000000,4,1024,0.42352569724699257,-0.04221830237526635
1.0001,44,1000000,4,4096,0.02091542632797374,-0.0545450074279995
1.0001,45,50000,1,1,0.9997178613505532,-6.892682229481265e-06
1.0001,45,50000,1,64,0.9816469235018,-0.0003969787497716476
1.0001,45,50000,1,1024,0.7164784383747335,-0.030373278215146828
1.0001,45,50000,1,4096,0.3513500915040575,0.049495695501375815
1.0001,45,200000,1,1,0.9997753453092455,-2.0799440497184097e-05
1.0001,45,200000,1,64,0.9854500479936359,-0.0015825222150284515
1.0001,45,200000,1,1024,0.798673173450033,-0.01688967821118491
1.0001,45,200000,1,4096,0.34067832992457386,-0.012158220582075276
1.0001,45,1000000,1,1,0.9997687872289385,-7.358814119591936e-06
1.0001,45,1000000,1,64,0.9853060882994038,-0.0006091796467737796
1.0001,45,1000000,1,1024,0.8022567852205507,-0.0038926628770293774
1.0001,45,1000000,1,4096,0.42685360598146643,-0.009514665551473685
1.0001,45,50000,4,1,0.9984473622514274,-3.1170232921028474e-05
1.0001,45,50000,4,64,0.906881843027639,0.0004259535289841791
1.0001,45,50000,4,1024,0.18743340765982883,-0.15704641959167379
1.0001,45,50000,4,4096,0.007421766567209735,-0.036246990854004985
1.0001,45,200000,4,1,0.9989212528257887,2.80355776838125e-05
1.0001,45,200000,4,64,0.9335060598557954,-0.00042184204204460566
1.0001,45,200000,4,1024,0.3816169052770253,-0.1093375191371724
1.0001,45,200000,4,4096,-0.1423911677834015,-0.046463789162897104
1.0001,45,1000000,4,1,0.9988701189840347,-2.025432632050068e-05
1.0001,45,1000000,4,64,0.9303408164725792,-0.002931466544347926
1.0001,45,1000000,4,1024,0.3380042922182274,-0.02696599206264774
1.0001,45,1000000,4,4096,-0.0043188087939199545,-0.006337363070730403
1.0001,46,50000,1,1,0.9998626869731846,1.6840731708184065e-05
1.0001,46,50000,1,64,0.9910295043711008,0.0014733396133843881
1.0001,46,50000,1,1024,0.8531759671867672,0.013087313361858012
1.0001,46,50000,1,4096,0.5624502863130086,0.12149064072654764
1.0001,46,200000,1,1,0.9997841853931004,3.083868872045184e-05
1.0001,46,200000,1,64,0.9860131238464886,0.0018137684656799457
1.0001,46,200000,1,1024,0.7982623659253352,0.017587041742573747
1.0001,46,200000,1,4096,0.35538725547898375,0.08840287066320947
1.0001,46,1000000,1,1,0.9998019297125099,3.798654886286475e-06
1.0001,46,1000000,1,64,0.9873203263570697,0.0002656543534309113
1.0001,46,1000000,1,1024,0.812795004832893,-0.002347557608239201
1.0001,46,1000000,1,4096,0.4164720214254886,0.0004720110418376245
1.0001,46,50000,4,1,0.9996030788403877,0.0002227704976742881
1.0001,46,50000,4,64,0.9743410018121903,0.014351565231567723
1.0001,46,50000,4,1024,0.5123990544915968,0.03537767208572734
1.0001,46,50000,4,4096,0.1788100390413096,0.24699953846660097
1.0001,46,200000,4,1,0.9990555324840811,0.0001987020562719706
1.0001,46,200000,4,64,0.9425583504402304,0.013000728022888947
1.0001,46,200000,4,1024,0.36003949695350207,0.11167879744652756
1.0001,46,200000,4,4096,-0.016913039379973065,0.0933481197569202
1.0001,46,1000000,4,1,0.9992082771099594,2.5558541358440133e-05
1.0001,46,1000000,4,64,0.9510225432701429,0.0015246382220354996
1.0001,46,1000000,4,1024,0.44062898587126575,0.016162577060398434
1.0001,46,1000000,4,4096,0.037835798568917084,0.004032677583903589
1.0001,47,50000,1,1,0.999831350315225,-1.6565471973323174e-05
1.0001,47,50000,1,64,0.9889888620280886,-0.0014403769599557934
1.0001,47,50000,1,1024,0.8471566738774725,-0.005802709728041406
1.0001,47,50000,1,4096,0.6139104741421401,0.06523749348566847
1.0001,47,200000,1,1,0.9998387258687695,-4.298765261514997e-05
1.0001,47,200000,1,64,0.9897732887118169,-0.002888986338232413
1.0001,47,200000,1,1024,0.8541432000389207,-0.03437009940332926
1.0001,47,200000,1,4096,0.6096944069664552,-0.055262265605722276
1.0001,47,1000000,1,1,0.9998039587606947,-9.528933932489664e-06
1.0001,47,1000000,1,64,0.9874549217899952,-0.0005594685432905622
1.0001,47,1000000,1,1024,0.8156347461911734,-0.0013147422311388835
1.0001,47,1000000,1,4096,0.43213388615763454,0.011355586522155887
1.0001,47,50000,4,1,0.9991161532066856,-0.0004591456114197423
1.0001,47,50000,4,64,0.9456636415092419,-0.02975423535667735
1.0001,47,50000,4,1024,0.5189000026789554,-0.10087379691924662
1.0001,47,50000,4,4096,-0.040305779263111095,0.04245224875207237
1.0001,47,200000,4,1,0.9992640979565374,-0.00032204183493655416
1.0001,47,200000,4,64,0.952415428999001,-0.019665112677951086
1.0001,47,200000,4,1024,0.558308080352343,-0.15193384356143758
1.0001,47,200000,4,4096,0.19437434917508786,-0.1564982782879533
1.0001,47,1000000,4,1,0.999190932245569,-8.505983548147331e-05
1.0001,47,1000000,4,64,0.9490542155706776,-0.005470197388672946
1.0001,47,1000000,4,1024,0.4539017730151385,-0.025688342922833722
1.0001,47,1000000,4,4096,0.03615493488829633,0.009465250602463882
1.0001,48,50000,1,1,0.999782364138066,-5.094664539463655e-05
1.0001,48,50000,1,64,0.9863560322581886,-0.0032276611990404037
1.0001,48,50000,1,1024,0.8192997579059557,-0.07569196851257701
1.0001,48,50000,1,4096,0.4647396603438166,-0.3765312994287526
1.0001,48,200000,1,1,0.9998538220363792,-2.2097189574034783e-05
1.0001,48,200000,1,64,0.9907522467112584,-0.0015087420502716254
1.0001,48,200000,1,1024,0.868593312254758,-0.033741161887288706
1.0001,48,200000,1,4096,0.5570944965909711,-0.16948373948201598
1.0001,48,1000000,1,1,0.9998056224700214,-2.4352508839693543e-06
1.0001,48,1000000,1,64,0.9876763124857963,-0.0001868756810771113
1.0001,48,1000000,1,1024,0.8167957119283661,-0.005663400004962816
1.0001,48,1000000,1,4096,0.44640560274000685,-0.015101239966081046
1.0001,48,50000,4,1,0.9988778086282735,-0.00017236013964672215
1.0001,48,50000,4,64,0.9334102096131648,-0.008391746803903212
1.0001,48,50000,4,1024,0.4160928717156508,-0.1026111692239082
1.0001,48,50000,4,4096,0.11761507069024586,-0.19913229281705067
1.0001,48,200000,4,1,0.9994397401496912,-4.4398021604960365e-05
1.0001,48,200000,4,64,0.9667758824592819,-0.0022267255378103797
1.0001,48,200000,4,1024,0.6500160646691255,-0.0317765756241172
1.0001,48,200000,4,4096,0.19566420397381157,-0.1573156185958865
1.0001,48,1000000,4,1,0.999257192462228,2.109425349775408e-05
1.0001,48,1000000,4,64,0.9545500488811351,0.0005896805240398197
1.0001,48,1000000,4,1024,0.46662178334190296,-0.01740701840394936
1.0001,48,1000000,4,4096,0.03691836770193988,-0.04570745711433892
1.0001,49,50000,1,1,0.999713015432903,-5.860380295880334e-05
1.0001,49,50000,1,64,0.9810547677723416,-0.0035878279341882047
1.0001,49,50000,1,1024,0.6833156269159163,-0.03657576379945658
1.0001,49,50000,1,4096,0.08479170738751354,-0.05975594277813881
1.0001,49,200000,1,1,0.9997690410436675,-1.2779791442921295e-05
1.0001,49,200000,1,64,0.9851115229686007,-0.0008102897851088829
1.0001,49,200000,1,1024,0.7672209780251665,-0.004848677395877202
1.0001,49,200000,1,4096,0.2747573715001815,0.025501567985848156
1.0001,49,1000000,1,1,0.9997934083362029,2.1552009150877524e-05
1.0001,49,1000000,1,64,0.9869712509742574,0.001322838874287249
1.0001,49,1000000,1,1024,0.8072734931889037,0.023755097518038497
1.0001,49,1000000,1,4096,0.3862905037952053,0.056002051883411626
1.0001,49,50000,4,1,0.9993523951625553,-0.00020040995936701912
1.0001,49,50000,4,64,0.954052225568909,-0.012234572181006414
1.0001,49,50000,4,1024,0.2065541659842435,-0.2567344676701969
1.0001,49,50000,4,4096,-0.03355136941416797,0.12766852891537706
1.0001,49,200000,4,1,0.9992251500096616,-7.777841736289099e-05
1.0001,49,200000,4,64,0.949654046434142,-0.004658692127290579
1.0001,49,200000,4,1024,0.34566831075730864,-0.06391171972406517
1.0001,49,200000,4,4096,-0.05157683179706146,0.0578305053551371
1.0001,49,1000000,4,1,0.9992177588992612,0.00010130526873721398
1.0001,49,1000000,4,64,0.9516058940257878,0.006491399828711299
1.0001,49,1000000,4,1024,0.41544834890561005,0.07278670671537898
1.0001,49,1000000,4,4096,-0.023347770681196107,0.09296630623072508
1.0001,50,50000,1,1,0.9997796441374021,-8.476500012206865e-05
1.0001,50,50000,1,64,0.9859432240092983,-0.005383246515444197
1.0001,50,50000,1,1024,0.8252910125716649,-0.03439526229576162
1.0001,50,50000,1,4096,0.5725986758467402,-0.18641663060951258
1.0001,50,200000,1,1,0.9997692546053711,-2.6236899581109762e-05
1.0001,50,200000,1,64,0.9851992468861573,-0.0016016450664987848
1.0001,50,200000,1,1024,0.7943916478973585,-0.027673633459584495
1.0001,50,200000,1,4096,0.39050844747558827,-0.14063881431059982
1.0001,50,1000000,1,1,0.9998010893443954,1.588282416172314e-05
1.0001,50,1000000,1,64,0.9873106639667071,0.0010574497848063525
1.0001,50,1000000,1,1024,0.8102169488187162,0.011874589965742125
1.0001,50,1000000,1,4096,0.41705709579148836,0.025490338932726144
1.0001,50,50000,4,1,0.9988116498386833,-0.0005772597686322782
1.0001,50,50000,4,64,0.9230936724818559,-0.03298341229734422
1.0001,50,50000,4,1024,0.400765788551407,-0.08870965180278319
1.0001,50,50000,4,4096,0.16131733598569437,-0.30165039135291444
1.0001,50,200000,4,1,0.9991892364192428,-8.859303643086142e-05
1.0001,50,200000,4,64,0.9471329581793851,-0.003251000207806722
1.0001,50,200000,4,1024,0.3605553780166925,-0.0792972392260466
1.0001,50,200000,4,4096,0.004766172224434163,-0.11392970441891176
1.0001,50,1000000,4,1,0.9992495382186295,0.00013003347158622568
1.0001,50,1000000,4,64,0.9519831599314494,0.007880349704076504
1.0001,50,1000000,4,1024,0.44417303224078936,0.03942192775697189
1.0001,50,1000000,4,4096,0.062289435437265,0.029729349347034063
1.0001,51,50000,1,1,0.9997943290547232,-7.518774335770528e-05
1.0001,51,50000,1,64,0.9867133499930238,-0.004442991902720459
1.0001,51,50000,1,1024,0.7973426861277091,-0.05900451321304014
1.0001,51,50000,1,4096,0.3110354428110202,-0.15585304924100715
1.0001,51,200000,1,1,0.9997714066745815,-1.628042906294293e-05
1.0001,51,200000,1,64,0.9855415214981015,-0.0007162709508604305
1.0001,51,200000,1,1024,0.7808417946390132,-0.0010978786775309656
1.0001,51,200000,1,4096,0.3230935243502868,0.02535320808760446
1.0001,51,1000000,1,1,0.9997924998021199,-7.959428499692566e-06
1.0001,51,1000000,1,64,0.9869882590450465,-0.0005359020597942233
1.0001,51,1000000,1,1024,0.8037470000837423,-0.0011091201755579108
1.0001,51,1000000,1,4096,0.3984993795103491,0.008398699897953377
1.0001,51,50000,4,1,0.9991549766091962,-0.0005024248611574927
1.0001,51,50000,4,64,0.9426718507808098,-0.028210382970954937
1.0001,51,50000,4,1024,0.33923812238349904,-0.20445227788095544
1.0001,51,50000,4,4096,-0.1731599938337295,-0.18179528008444643
1.0001,51,200000,4,1,0.9990584074300786,-0.00013521869873488667
1.0001,51,200000,4,64,0.94205333966589,-0.007387872955574752
1.0001,51,200000,4,1024,0.36492096314830585,-0.05702302436097504
1.0001,51,200000,4,4096,-0.10332008596112718,-0.022855806018530364
1.0001,51,1000000,4,1,0.9992280335844581,-5.895089141591453e-05
1.0001,51,1000000,4,64,0.9521340066237349,-0.003930055889765874
1.0001,51,1000000,4,1024,0.4230256347357849,-0.027021938236418293
1.0001,51,1000000,4,4096,-0.04170310046663563,-0.014928241273227177
1.0001,52,50000,1,1,0.9997445550329146,4.085580503438609e-05
1.0001,52,50000,1,64,0.982839322523136,0.002008697110629586
1.0001,52,50000,1,1024,0.8142215355269232,0.037357248148876775
1.0001,52,50000,1,4096,0.33322883421641364,0.24400644763124874
1.0001,52,200000,1,1,0.999744457703498,-1.7980896220791753e-05
1.0001,52,200000,1,64,0.9833768530709905,-0.001506910682031752
1.0001,52,200000,1,1024,0.7748332493896888,-0.014994151624630598
1.0001,52,200000,1,4096,0.30484125857442723,0.057569737233664806
1.0001,52,1000000,1,1,0.9997762055068301,-1.0467611065128831e-06
1.0001,52,1000000,1,64,0.9857756827056008,-0.00013547574616302877
1.0001,52,1000000,1,1024,0.7978968187476367,-0.0008356745713276191
1.0001,52,1000000,1,4096,0.37732462713801085,-0.011823112589763166
1.0001,52,50000,4,1,0.9987595753429697,0.00018738391135047613
1.0001,52,50000,4,64,0.9209038492742662,0.004765608868710768
1.0001,52,50000,4,1024,0.3263820339843224,0.07016494937974564
1.0001,52,50000,4,4096,-0.04481798465576689,0.1562419936153227
1.0001,52,200000,4,1,0.9989702582686878,-0.00012417476578166308
1.0001,52,200000,4,64,0.9337978278805423,-0.010457420106498213
1.0001,52,200000,4,1024,0.2650346872774291,-0.07169447343962206
1.0001,52,200000,4,4096,-0.12033420419636381,0.060556493228368535
1.0001,52,1000000,4,1,0.9991466784890498,-6.320790487140218e-05
1.0001,52,1000000,4,64,0.946311171366824,-0.003321239165799828
1.0001,52,1000000,4,1024,0.35931928227707366,0.005258595054645507
1.0001,52,1000000,4,4096,-0.05770372049059912,-0.0001971687136834461
1.0001,53,50000,1,1,0.9998963037277792,-4.906251476367809e-05
1.0001,53,50000,1,64,0.9935346548692063,-0.003012547339514387
1.0001,53,50000,1,1024,0.9195249612282261,-0.029867097633561785
1.0001,53,50000,1,4096,0.6488283936866579,-0.12469120150021304
1.0001,53,200000,1,1,0.9997767464819987,-4.235964820892686e-05
1.0001,53,200000,1,64,0.9857931352910964,-0.002421195449763552
1.0001,53,200000,1,1024,0.786072120346711,-0.03729092132486381
1.0001,53,200000,1,4096,0.3745828424455231,-0.09933973851129997
1.0001,53,1000000,1,1,0.9997823006630642,1.507920389637641e-06
1.0001,53,1000000,1,64,0.9863750640398594,7.182246257741427e-05
1.0001,53,1000000,1,1024,0.8025186777029291,0.008936453154804118
1.0001,53,1000000,1,4096,0.4129166737337055,0.026695876504607866
1.0001,53,50000,4,1,0.9998271287863473,-0.00025724167390911147
1.0001,53,50000,4,64,0.9894676538898178,-0.01598163772166514
1.0001,53,50000,4,1024,0.7554126462845613,-0.18582491820728186
1.0001,53,50000,4,4096,0.47334404793371937,-0.29679807154774485
1.0001,53,200000,4,1,0.9991992133418188,-0.00021110852169040217
1.0001,53,200000,4,64,0.950759135534357,-0.01033055102913765
1.0001,53,200000,4,1024,0.3670913132718326,-0.1435368692836122
1.0001,53,200000,4,4096,0.10600839999364553,-0.03704755621134649
1.0001,53,1000000,4,1,0.9991213756515469,4.12609234588244e-05
1.0001,53,1000000,4,64,0.9457728198779686,0.00206417924512195
1.0001,53,1000000,4,1024,0.39683355111180596,0.00525634631973514
1.0001,53,1000000,4,4096,0.005506793323014427,0.012655161313776803
1.0001,54,50000,1,1,0.9997564106519284,7.158950356122288e-05
1.0001,54,50000,1,64,0.9843383297556111,0.004377315516282343
1.0001,54,50000,1,1024,0.768998441661753,0.05599205462672657
1.0001,54,50000,1,4096,0.35114867714537307,0.12093494807362153
1.0001,54,200000,1,1,0.9997951786423455,2.1002707402716262e-05
1.0001,54,200000,1,64,0.9867669637095299,0.0013724818095510584
1.0001,54,200000,1,1024,0.7851799658606985,0.020736784678934483
1.0001,54,200000,1,4096,0.2949916921280863,0.07901998595601266
1.0001,54,1000000,1,1,0.9998073403809852,3.571955316420707e-05
1.0001,54,1000000,1,64,0.9876712041393801,0.002124864382418545
1.0001,54,1000000,1,1024,0.810024449118034,0.025173310678233467
1.0001,54,1000000,1,4096,0.3847101557679729,0.07294296356133109
1.0001,54,50000,4,1,0.9989416867929768,0.00044818054768588043
1.0001,54,50000,4,64,0.9255571638320639,0.024476222514526445
1.0001,54,50000,4,1024,0.28688610817208743,0.1569281242381388
1.0001,54,50000,4,4096,0.0018378949065026612,0.08396146882312375
1.0001,54,200000,4,1,0.9993079536363588,0.00012200745315492615
1.0001,54,200000,4,64,0.9534880007767883,0.007852271721034355
1.0001,54,200000,4,1024,0.4381881031709495,0.06485363709073591
1.0001,54,200000,4,4096,-0.05880392841489069,0.09687836993766656
1.0001,54,1000000,4,1,0.9992855640054846,0.00023345987331185134
1.0001,54,1000000,4,64,0.9545253832747436,0.013772558231326306
1.0001,54,1000000,4,1024,0.4662701538404616,0.10107935832145551
1.0001,54,1000000,4,4096,-0.005181103112654036,0.13857860768483324
1.0001,55,50000,1,1,0.9997815174411477,8.178175829411775e-05
1.0001,55,50000,1,64,0.9854474536804461,0.004888437086732889
1.0001,55,50000,1,1024,0.7677477726004943,0.10305773792210511
1.0001,55,50000,1,4096,0.23352929790792798,0.22431888943852304
1.0001,55,200000,1,1,0.9998044129620183,4.716119976382525e-05
1.0001,55,200000,1,64,0.9875617479326846,0.002885211699126046
1.0001,55,200000,1,1024,0.8323563772803594,0.05313521206838062
1.0001,55,200000,1,4096,0.5022823077621676,0.10107043886681628
1.0001,55,1000000,1,1,0.999825452752723,7.801055120893491e-06
1.0001,55,1000000,1,64,0.9889103151605216,0.0005184352216313236
1.0001,55,1000000,1,1024,0.8467166982417652,0.006421724483945862
1.0001,55,1000000,1,4096,0.5321760594124428,0.01896083280661346
1.0001,55,50000,4,1,0.9992087070101942,0.00029301094115164855
1.0001,55,50000,4,64,0.948904093942862,0.018687526779887154
1.0001,55,50000,4,1024,0.51676670302711,0.3314562790613431
1.0001,55,50000,4,4096,-0.13903036766678395,0.19101807438575297
1.0001,55,200000,4,1,0.9991469664358512,0.00019220976525696743
1.0001,55,200000,4,64,0.9447488553455751,0.01167184077684675
1.0001,55,200000,4,1024,0.4954701083145031,0.18658266916681493
1.0001,55,200000,4,4096,0.11038232355044335,0.14133092241789144
1.0001,55,1000000,4,1,0.999335216216678,6.159338488089947e-05
1.0001,55,1000000,4,64,0.9572593709490208,0.003809654766970195
1.0001,55,1000000,4,1024,0.5327225487335127,0.03125286865166559
1.0001,55,1000000,4,4096,0.1278100028436128,0.04917256962736003
1.0001,56,50000,1,1,0.9997481946224089,4.300043750562881e-05
1.0001,56,50000,1,64,0.983707534948228,0.0026990746872721273
1.0001,56,50000,1,1024,0.7759839023352155,0.031336848515299734
1.0001,56,50000,1,4096,0.46959491780854473,-0.0273905825735416
1.0001,56,200000,1,1,0.9997565607562795,3.204852200060441e-05
1.0001,56,200000,1,64,0.98431486846052,0.0020881706970818136
1.0001,56,200000,1,1024,0.7582898071004283,0.028132780441932854
1.0001,56,200000,1,4096,0.3202964781227476,0.041100171879367174
1.0001,56,1000000,1,1,0.9997986109620399,3.708057823127454e-05
1.0001,56,1000000,1,64,0.9871354494031369,0.0022403933507192443
1.0001,56,1000000,1,1024,0.8091370453548894,0.0343954745578137
1.0001,56,1000000,1,4096,0.4178088573462469,0.08299337045910606
1.0001,56,50000,4,1,0.9989372331786702,0.00015439136336100684
1.0001,56,50000,4,64,0.9350468124106426,0.01081893832288598
