beta,seed,n,k,lag,real,imag
2.0,14,1000000,4,4096,-0.001189031109413365,0.0004031117748038452
2.0,15,50000,1,1,0.16732713873583507,0.00011417316688776558
2.0,15,50000,1,64,0.0016833717780397276,-0.003194361994501751
2.0,15,50000,1,1024,0.0018753834067267178,0.0005610560427478648
2.0,15,50000,1,4096,0.005928110954619047,-0.0023385554858776207
2.0,15,200000,1,1,0.1666226762569799,-0.00021322654657499515
2.0,15,200000,1,64,0.0014360601873566912,0.0009495272604330452
2.0,15,200000,1,1024,0.0003665840694293818,-0.002315151252789211
2.0,15,200000,1,4096,0.0002606828938216687,-0.0004997620920442874
2.0,15,1000000,1,1,0.16657338628387441,0.0002705048128953483
2.0,15,1000000,1,64,-4.471008355306899e-05,-0.0003927617210960961
2.0,15,1000000,1,1024,-0.00021169935079904553,-0.001363556464727319
2.0,15,1000000,1,4096,0.0006533875182294596,-0.0009164146969450619
2.0,15,50000,4,1,0.0026419837966890516,-0.0016873174440796507
2.0,15,50000,4,64,-0.0015972956450084784,0.001216503337977747
2.0,15,50000,4,1024,-0.0006440133839335934,0.0038133008217664755
2.0,15,50000,4,4096,0.0018825431524954108,-0.002163931081705647
2.0,15,200000,4,1,0.0031878680658202242,0.0009878511686469244
2.0,15,200000,4,64,-0.0020413382190861903,0.0007212401551070086
2.0,15,200000,4,1024,0.0023509091224779405,0.0018821171429222851
2.0,15,200000,4,4096,-0.0014933006983785546,-0.004597689610188746
2.0,15,1000000,4,1,0.0014056240165038248,0.00021190773877830522
2.0,15,1000000,4,64,-0.000751115416897911,0.0006172236268774055
2.0,15,1000000,4,1024,0.0004127630205773378,-0.0012134671786715955
2.0,15,1000000,4,4096,-0.0004535844884861024,-0.0016423385375984297
2.0,16,50000,1,1,0.16610133634786572,0.005465421104827634
2.0,16,50000,1,64,0.0012869088932531201,0.001668471431642302
2.0,16,50000,1,1024,-0.0005752831411766152,-0.0015345323631147526
2.0,16,50000,1,4096,0.0049952523491400376,0.000257107905907084
2.0,16,200000,1,1,0.16795737801368152,0.004734695806659031
2.0,16,200000,1,64,0.0012930353573422663,-0.0002681993669948368
2.0,16,200000,1,1024,0.0008734681682089937,1.284713832885842e-07
2.0,16,200000,1,4096,0.0038698338262322905,0.0001537562842144697
2.0,16,1000000,1,1,0.16720545433643536,0.0004424791040577759
2.0,16,1000000,1,64,0.0003598879060134153,0.00013644196995190715
2.0,16,1000000,1,1024,0.0003980612557101721,0.0002776610476647239
2.0,16,1000000,1,4096,0.0019434186871811216,-0.00011747415837114088
2.0,16,50000,4,1,0.002495201284825999,0.005079941107453692
2.0,16,50000,4,64,-0.0010295864828811672,0.0002620497665790087
2.0,16,50000,4,1024,-0.0031971256495608867,0.0033405789717083534
2.0,16,50000,4,4096,-0.007586531933302933,0.0013025243817807856
2.0,16,200000,4,1,0.0017001037292116675,0.001900645240969294
2.0,16,200000,4,64,0.0012003999284263048,0.0014179013151985082
2.0,16,200000,4,1024,-0.0011547973000369642,0.0006893414155445073
2.0,16,200000,4,4096,-0.0015491274284401987,-0.00025276377932505954
2.0,16,1000000,4,1,0.0017109726633416336,7.143586759443688e-05
2.0,16,1000000,4,64,0.00024303706151960694,-0.00016041817537697462
2.0,16,1000000,4,1024,-0.0002900004106575068,-0.00013640144531318734
2.0,16,1000000,4,4096,-0.0003676748185517889,0.00043951989967610275
2.0,17,50000,1,1,0.16503171553541107,-0.0011061576883485038
2.0,17,50000,1,64,-0.0020897711761959908,-0.005288858489919025
2.0,17,50000,1,1024,0.006185462071952313,-0.0007289015796890193
2.0,17,50000,1,4096,0.000192799489159444,-0.003883237450511489
2.0,17,200000,1,1,0.16860321547615684,0.0004490850302260111
2.0,17,200000,1,64,0.0010051845153706896,-0.002468114467176558
2.0,17,200000,1,1024,-0.0017780217168598643,-0.0015755457152634136
2.0,17,200000,1,4096,0.0006620022353778776,-0.0027828766647843076
2.0,17,1000000,1,1,0.16700126086903208,0.0004624188524499043
2.0,17,1000000,1,64,-0.00011189201246602187,0.0006851610151365799
2.0,17,1000000,1,1024,0.0004909399173103123,-0.0009808175418261156
2.0,17,1000000,1,4096,-0.0007564910254752018,9.938731339376758e-05
2.0,17,50000,4,1,0.005352528797180091,-0.004240351882453631
2.0,17,50000,4,64,0.0012914072048796597,0.005645521609869264
2.0,17,50000,4,1024,0.0027009413228709644,0.004137827790102129
2.0,17,50000,4,4096,0.0019194751229882014,-0.0006970534006401498
2.0,17,200000,4,1,0.00311795990491981,-0.00032629740768103354
2.0,17,200000,4,64,0.002143680965447014,0.0012959316444560295
2.0,17,200000,4,1024,0.0020449543832124837,0.00237361066962015
2.0,17,200000,4,4096,0.002942504473587978,-0.0014063167829954273
2.0,17,1000000,4,1,0.002531150918824203,4.208255241728525e-05
2.0,17,1000000,4,64,0.00044230437702841643,0.0007844048892316554
2.0,17,1000000,4,1024,0.0005317256626356406,0.00025815589541085824
2.0,17,1000000,4,4096,9.222182586179086e-05,-0.0011093875766835328
2.0,18,50000,1,1,0.1685037318318955,-0.0029696867539075133
2.0,18,50000,1,64,-0.004208543622251088,-0.001632067939646683
2.0,18,50000,1,1024,0.005098762481634402,-0.0013189478155992108
2.0,18,50000,1,4096,0.0010557967188908693,-0.00902791800924359
2.0,18,200000,1,1,0.16529799442276336,0.0023380044397504477
2.0,18,200000,1,64,-0.0036892421409681886,-2.345034114096273e-05
2.0,18,200000,1,1024,-0.002011135291946888,-0.00024089729984762482
2.0,18,200000,1,4096,0.0013112871715970996,-0.0022488860323324087
2.0,18,1000000,1,1,0.1666953334608993,0.0006989622222859871
2.0,18,1000000,1,64,-0.0016714926038141021,2.4777882019521436e-05
2.0,18,1000000,1,1024,0.00029555086153731534,0.0009802484985237917
2.0,18,1000000,1,4096,-0.00013001605235675464,-0.0009133969636253891
2.0,18,50000,4,1,0.0032326092514411513,-0.0015445705663654523
2.0,18,50000,4,64,-0.0019006841465107878,0.0033070453485353622
2.0,18,50000,4,1024,-0.00020178388810398518,-0.002953871544052455
2.0,18,50000,4,4096,0.006298351224780672,0.0023998031124838424
2.0,18,200000,4,1,0.0020507078570637547,0.0032557551792628783
2.0,18,200000,4,64,0.0006601632129551632,0.003818261729757039
2.0,18,200000,4,1024,0.0012558555946531739,-0.0005856791232620868
2.0,18,200000,4,4096,0.0018148448464736131,0.0020406795137870473
2.0,18,1000000,4,1,0.0012794112240440676,8.78216006237978e-05
2.0,18,1000000,4,64,-0.0002500936126569068,0.0014516425085044904
2.0,18,1000000,4,1024,-0.0003242956697520679,-0.00011087168833331376
2.0,18,1000000,4,4096,0.0007780174933528484,-0.00012159359197881858
2.0,19,50000,1,1,0.1602273021876378,-0.001006330408560829
2.0,19,50000,1,64,8.417333558578638e-05,0.001134375696739387
2.0,19,50000,1,1024,-0.0018636594258177052,-0.0013366973267743242
2.0,19,50000,1,4096,-0.0030527792568269653,0.003668525438519307
2.0,19,200000,1,1,0.16516846639438792,0.0009885455180889894
2.0,19,200000,1,64,-0.00014069457226724736,-0.0002987495844913228
2.0,19,200000,1,1024,-0.0002989121138006482,-0.0009671406080859272
2.0,19,200000,1,4096,0.0012478967741016448,0.0029084236201593434
2.0,19,1000000,1,1,0.16565122232858243,-0.0006133634189247122
2.0,19,1000000,1,64,0.00010291930089358112,0.0009181259442884805
2.0,19,1000000,1,1024,-0.0006839556334836523,-0.0003123057892887982
2.0,19,1000000,1,4096,0.00037076915358661463,0.0012078137123924494
2.0,19,50000,4,1,-0.002511865717222394,-0.0026044159036677224
2.0,19,50000,4,64,-0.0009592015813718712,-0.0018724288581214391
2.0,19,50000,4,1024,-8.139410835602782e-05,0.0033169921273601905
2.0,19,50000,4,4096,0.002387146248784707,0.0025417588339830544
2.0,19,200000,4,1,0.00022339633977284704,0.0008036649883090992
2.0,19,200000,4,64,0.002422640310740444,0.0008767169986275324
2.0,19,200000,4,1024,-0.0011355007181892169,0.0013638501563002898
2.0,19,200000,4,4096,0.0004452290800263726,0.001802956094515575
2.0,19,1000000,4,1,0.00026280083761145355,0.00012030794070736956
2.0,19,1000000,4,64,5.9284583977102824e-05,0.0010150366656659698
2.0,19,1000000,4,1024,-0.00013335625403798103,0.0007250607448341035
2.0,19,1000000,4,4096,-0.0005957397048778059,-0.00017162637635452453
2.0,20,50000,1,1,0.16705041754171202,0.001923739517831327
2.0,20,50000,1,64,0.00381949250354933,0.001751600976172128
2.0,20,50000,1,1024,-0.002399124156749874,0.007055194021251365
2.0,20,50000,1,4096,-0.0023187489060024903,-0.002729121633694802
2.0,20,200000,1,1,0.16716235340294833,-0.0006703482862265906
2.0,20,200000,1,64,-0.00014433451039142306,-0.0006272726306687776
2.0,20,200000,1,1024,-0.0008430019717203758,0.0017949328935723836
2.0,20,200000,1,4096,0.001525558257456928,-0.0010899760942514496
2.0,20,1000000,1,1,0.16734752385133247,-0.0006394424626503049
2.0,20,1000000,1,64,-0.0011769364903062875,-0.00020176234189331785
2.0,20,1000000,1,1024,-0.0001876233316708815,0.0007102393786523685
2.0,20,1000000,1,4096,-0.000671047138960749,-0.0008925831099046189
2.0,20,50000,4,1,0.0012764985780757308,-0.004549523334837628
2.0,20,50000,4,64,0.004880229860157228,0.0016917250555408777
2.0,20,50000,4,1024,0.0017670644531971496,-0.002130131864169278
2.0,20,50000,4,4096,0.0013509402582748812,-0.0024480323340294913
2.0,20,200000,4,1,0.002056780906180414,-0.002780806243009555
2.0,20,200000,4,64,0.0038699716920487745,9.606016270673934e-05
2.0,20,200000,4,1024,0.0018080206520046183,0.0008296408385780942
2.0,20,200000,4,4096,0.0008694808895024269,-7.559816758701946e-05
2.0,20,1000000,4,1,0.001273776712961689,2.2571733536113817e-05
2.0,20,1000000,4,64,0.0009596775131899596,-0.001024165692769384
2.0,20,1000000,4,1024,0.001347595372172997,-0.0002721998760912843
2.0,20,1000000,4,4096,-0.00013385035444011658,0.00023969058490538831
2.0,21,50000,1,1,0.16909977344235796,-0.0007088423305986115
2.0,21,50000,1,64,0.003675895983671982,0.0041776752199325
2.0,21,50000,1,1024,0.0029884067601416943,-0.0037318115246067914
2.0,21,50000,1,4096,-0.003023867777589042,-0.0016490080485969962
2.0,21,200000,1,1,0.16823552122816893,-0.0018551535850609335
2.0,21,200000,1,64,0.0014909125505311108,0.0006927502732652189
2.0,21,200000,1,1024,0.0008674745128557462,-0.003130766414150201
2.0,21,200000,1,4096,-0.0007267282120175505,-0.0014405011158249656
2.0,21,1000000,1,1,0.1662140702000271,0.0005849637182358013
2.0,21,1000000,1,64,0.0007431709870588551,0.0007058776678257846
2.0,21,1000000,1,1024,0.0004456402017649481,-0.00113344489551127
2.0,21,1000000,1,4096,-0.0003085861050328584,0.00044164764766902706
2.0,21,50000,4,1,-0.0008719429439805582,-0.0008646252992896539
2.0,21,50000,4,64,-0.0013915426890729699,-0.003620826399916041
2.0,21,50000,4,1024,-0.005863634188100136,-0.0021733540958246197
2.0,21,50000,4,4096,-0.00019626633056747805,-0.001594153123219361
2.0,21,200000,4,1,0.0019219344633651645,-0.0005582311513836726
2.0,21,200000,4,64,-0.001016982530305641,0.0009367960389229268
2.0,21,200000,4,1024,-0.0017643654272452732,-0.0016856012014597134
2.0,21,200000,4,4096,-0.00098343009781598,0.001468151648839526
2.0,21,1000000,4,1,0.0005353958812954513,0.000591112463236114
2.0,21,1000000,4,64,-0.0010630535033378655,0.0005160001690351601
2.0,21,1000000,4,1024,0.00031847636038044206,0.0002882883969054242
2.0,21,1000000,4,4096,-0.00013434192811572653,-0.0003520876768588085
2.0,22,50000,1,1,0.16774320936952958,-0.0011487461264769248
2.0,22,50000,1,64,0.00043521484745583246,-0.0011064903230272568
2.0,22,50000,1,1024,-0.0001210743602270613,-0.0019459427451860387
2.0,22,50000,1,4096,0.0014554119591881902,0.0022436203944505117
2.0,22,200000,1,1,0.16687980701482902,-0.0036195720925976406
2.0,22,200000,1,64,-0.00043892023172800986,-0.0003464945232071093
2.0,22,200000,1,1024,0.001574639379880176,-0.0007785692088914665
2.0,22,200000,1,4096,0.002209153498508268,0.0018022831656994405
2.0,22,1000000,1,1,0.16623439556448574,-0.0006021836620471465
2.0,22,1000000,1,64,-0.000502070753071309,0.0003889193992928752
2.0,22,1000000,1,1024,-0.00032650010343716933,-0.0011869019558805082
2.0,22,1000000,1,4096,0.001361480741639109,3.955084527242866e-05
2.0,22,50000,4,1,-0.00039297974228172215,0.0008494922724470421
2.0,22,50000,4,64,-0.0009823184869999493,-0.0037326207756168323
2.0,22,50000,4,1024,0.0009361633994997687,0.0020421646344431373
2.0,22,50000,4,4096,-0.0007527966719495998,-0.0005950683731017302
2.0,22,200000,4,1,0.001796288162761534,-0.00034148280907601457
2.0,22,200000,4,64,-0.0010951064212770202,0.001999364946933246
2.0,22,200000,4,1024,-0.0004857053065879758,0.002012466960266989
2.0,22,200000,4,4096,-0.0010443133049098563,0.00020700561518514703
2.0,22,1000000,4,1,0.00033701835681291306,-0.0004750677816169264
2.0,22,1000000,4,64,-0.0011448304308469932,0.0011694631030821166
2.0,22,1000000,4,1024,0.00014320347860639527,0.0011599093352757297
2.0,22,1000000,4,4096,0.00032820826211585016,-7.61700434427702e-05
2.0,23,50000,1,1,0.16505128062438726,0.00021744298960171905
2.0,23,50000,1,64,-0.0028675229905307915,0.0029510169093229367
2.0,23,50000,1,1024,-0.000721899588172464,0.0008759115759019098
2.0,23,50000,1,4096,0.004484496821829611,0.010044989177840658
2.0,23,200000,1,1,0.16465861579630917,0.00031782063547984926
2.0,23,200000,1,64,7.010098441565642e-05,0.0001772181513775066
2.0,23,200000,1,1024,-5.5240755736152924e-05,-0.0011334698914389793
2.0,23,200000,1,4096,0.00390819712830392,0.000399225898952742
2.0,23,1000000,1,1,0.16477076800563661,-0.0006361713682048615
2.0,23,1000000,1,64,-0.00012258203084769233,-0.0001466746019365257
2.0,23,1000000,1,1024,0.0004991631585433374,0.00037435418301087704
2.0,23,1000000,1,4096,0.0008841532793214119,0.0003886949388107492
2.0,23,50000,4,1,-0.010359495774411486,-0.0018265204711906081
2.0,23,50000,4,64,-0.002854937086051455,0.0007560589963122895
2.0,23,50000,4,1024,-1.4224750009524404e-05,0.0022081478578818703
2.0,23,50000,4,4096,-0.004807417068686627,0.0015186947651181207
2.0,23,200000,4,1,-0.003143027906274075,0.0009086980234351995
2.0,23,200000,4,64,0.00015999375468461969,0.0008698781759159121
2.0,23,200000,4,1024,-0.00031053139498419353,0.0024043925620572245
2.0,23,200000,4,4096,-0.002336262497355498,0.0015131079008333158
2.0,23,1000000,4,1,-0.00028049610260815866,0.0009738309690256337
2.0,23,1000000,4,64,-7.117121755695883e-05,-0.0007357804549504109
2.0,23,1000000,4,1024,0.0008178446753119785,5.310820353910842e-05
2.0,23,1000000,4,4096,-0.0006046516110777997,0.0005242178683880754
2.0,24,50000,1,1,0.1620016092549491,-0.0033487936308741755
2.0,24,50000,1,64,0.0034940065454485904,0.0010979050672325296
2.0,24,50000,1,1024,-0.004423503813050402,-0.006872411821880924
2.0,24,50000,1,4096,0.0027061084873217455,-0.0017860212173005203
2.0,24,200000,1,1,0.16523913061849588,1.3988364636130356e-05
2.0,24,200000,1,64,-0.0015834379308575727,0.0011602698817745236
2.0,24,200000,1,1024,0.001212082043943915,-0.003573553906259033
2.0,24,200000,1,4096,-0.0003346769183230963,-0.0027264006877351157
2.0,24,1000000,1,1,0.1662622221170184,0.00010887663976650131
2.0,24,1000000,1,64,-0.00015806426938794297,0.000291879952768714
2.0,24,1000000,1,1024,-0.0003708219477398966,0.0005193182723286832
2.0,24,1000000,1,4096,0.00014279307184136375,-0.0009980862173205388
2.0,24,50000,4,1,-0.003482593804585822,-0.0040478149845862114
2.0,24,50000,4,64,-0.002711121149409687,0.000821423468016231
2.0,24,50000,4,1024,-0.004932919700340364,0.00021497079070423238
2.0,24,50000,4,4096,-0.0007091713481211288,0.0009580193675335391
2.0,24,200000,4,1,0.00017688331738330033,-0.0012557014185656523
2.0,24,200000,4,64,-0.0013359935255925677,0.0004631716512271132
2.0,24,200000,4,1024,-0.00014989715623469764,0.0013186927876633607
2.0,24,200000,4,4096,0.000724381349435818,0.0008925367551849398
2.0,24,1000000,4,1,0.0008322828582972994,9.916196159094814e-05
2.0,24,1000000,4,64,0.00015356129595458167,0.0004646691357484403
2.0,24,1000000,4,1024,5.7250352011615145e-05,0.0003442036302875786
2.0,24,1000000,4,4096,0.0004110238307504525,-0.00020178411867399413
2.0,25,50000,1,1,0.16163143456503065,0.005926797048837586
2.0,25,50000,1,64,0.0010526952349751747,0.0007819627189628129
2.0,25,50000,1,1024,0.0009601095272793398,-0.0013334091526354308
2.0,25,50000,1,4096,0.0016979362583769914,0.0005346469359303617
2.0,25,200000,1,1,0.16610691535238295,0.0025239451201561347
2.0,25,200000,1,64,-0.0006384841867572875,0.0009549820102384671
2.0,25,200000,1,1024,0.00022645445320657504,-0.0010377639151240019
2.0,25,200000,1,4096,0.0009696576073014031,6.601384517842446e-05
2.0,25,1000000,1,1,0.16690674457126622,0.0003522527782682192
2.0,25,1000000,1,64,-0.00010830872413350395,0.0012468662101836811
2.0,25,1000000,1,1024,0.00036494533226276617,-7.878162483969407e-05
2.0,25,1000000,1,4096,0.000999832557578985,0.00022755181084641095
2.0,25,50000,4,1,-0.004774777174696015,0.0054357834120037744
2.0,25,50000,4,64,0.001666876279118383,-0.0031241686242090756
2.0,25,50000,4,1024,-0.0011151567008631914,0.0011268121726577633
2.0,25,50000,4,4096,0.001422099068816764,-0.0034681490360547232
2.0,25,200000,4,1,-0.001156813819766311,0.0013739019557414238
2.0,25,200000,4,64,-9.017562857693053e-05,-0.0007595045219482269
2.0,25,200000,4,1024,-0.002951340291209733,-0.0013061032752675356
2.0,25,200000,4,4096,0.0010275750115866138,-0.001965080241606372
2.0,25,1000000,4,1,0.0005058078485047704,0.0006793747259681545
2.0,25,1000000,4,64,-0.00019266929504546554,-0.0004632027990742647
2.0,25,1000000,4,1024,0.00036414061028000567,4.0026662672198005e-05
2.0,25,1000000,4,4096,0.00019218655738952883,-0.0004660502718095078
2.0,26,50000,1,1,0.16071889249717358,-0.000874333974002693
2.0,26,50000,1,64,0.00015803384339963393,-0.0058188889882420484
2.0,26,50000,1,1024,-0.0036150799948167756,0.0013095892920713143
2.0,26,50000,1,4096,0.0021575877692735375,-0.004262713711225849
2.0,26,200000,1,1,0.16437381035378018,0.002011250515727775
2.0,26,200000,1,64,0.0013102739449369777,-0.002716708368388248
2.0,26,200000,1,1024,-0.0012357908161959082,0.0014507358235942088
2.0,26,200000,1,4096,0.0002655863857641311,-0.0031062113916313144
2.0,26,1000000,1,1,0.16763753307308588,0.0008214465909357475
2.0,26,1000000,1,64,0.0002783662052680895,1.9058306229648393e-06
2.0,26,1000000,1,1024,-0.0007805561885172153,-0.00022894864770257533
2.0,26,1000000,1,4096,0.0005872097709311258,0.0005483113791002284
2.0,26,50000,4,1,-0.003267795959971187,-0.0006420429362133241
2.0,26,50000,4,64,-0.002266344301872425,0.000983574121948254
2.0,26,50000,4,1024,-0.0035813211086377556,-0.00531456085897627
2.0,26,50000,4,4096,0.0012396163784000984,-0.0019420003496775297
2.0,26,200000,4,1,-0.00015360001823422123,-5.6334881682097916e-05
2.0,26,200000,4,64,0.0007184903090852177,0.0016118381222464076
2.0,26,200000,4,1024,-0.0006789954780172233,-0.0034766628840294423
2.0,26,200000,4,4096,0.0003546779096182681,-0.002269840580034083
2.0,26,1000000,4,1,0.000924808028678762,-0.00042579162625790314
2.0,26,1000000,4,64,0.0003129226228693206,-0.00031555423732679657
2.0,26,1000000,4,1024,-0.000151816536450076,-0.0012658075427815895
2.0,26,1000000,4,4096,2.70021780157922e-05,-0.00010409573933786201
2.0,27,50000,1,1,0.16345491333188272,-0.003005163947798986
2.0,27,50000,1,64,0.0022377484372014082,0.0027551715150280257
2.0,27,50000,1,1024,0.007634088663030543,0.0005550408870285345
2.0,27,50000,1,4096,-0.0038258640170384865,0.0030695795588576674
2.0,27,200000,1,1,0.16751768949137458,-0.0007813113943896855
2.0,27,200000,1,64,0.00020143940658287106,0.0015902150010176578
2.0,27,200000,1,1024,7.374462570878894e-05,-0.00026363607259446325
2.0,27,200000,1,4096,0.0010496171982836517,0.002117456813109694
2.0,27,1000000,1,1,0.16662048991649794,0.0002571867588495017
2.0,27,1000000,1,64,-0.00025937551997820725,0.0011242129319638944
2.0,27,1000000,1,1024,0.0008122112946070259,0.0005688338473902884
2.0,27,1000000,1,4096,-0.00016142088751560022,0.0006327697787328368
2.0,27,50000,4,1,-0.0018918516599460773,-0.0009123002929196476
2.0,27,50000,4,64,-0.001921307736994149,0.005668958931589061
2.0,27,50000,4,1024,0.000750440949176248,-0.0013138863051805074
2.0,27,50000,4,4096,0.0011943441700454829,-0.003689607537963616
2.0,27,200000,4,1,-0.00019596961973525773,-0.00015750042546466673
2.0,27,200000,4,64,0.0008858360053475044,-2.5543248786819897e-05
2.0,27,200000,4,1024,0.0010880698423013338,-0.001112110501859805
2.0,27,200000,4,4096,-2.0405959562142755e-05,-0.0022606375976913836
2.0,27,1000000,4,1,-0.000791369293668175,0.0011816939978755614
2.0,27,1000000,4,64,0.0005402108605292443,-0.0009241521682588148
2.0,27,1000000,4,1024,0.00015629473563721314,-0.0007097315446021115
2.0,27,1000000,4,4096,-0.0006422073113079056,-0.0006373406209735006
2.0,28,50000,1,1,0.1676510765894392,0.0044454340775976625
2.0,28,50000,1,64,-0.0017793280967425492,0.0014899106589252298
2.0,28,50000,1,1024,-0.005829526810948677,-0.000683189535584304
2.0,28,50000,1,4096,-0.0001545107102677751,0.002014078236427793
2.0,28,200000,1,1,0.16600252808323204,-0.0022914903152435194
2.0,28,200000,1,64,0.0008185183183555907,-0.0006313137340966106
2.0,28,200000,1,1024,0.00046051525653185163,-0.0014898527970410818
2.0,28,200000,1,4096,0.001364969113561542,0.0018858111277744044
2.0,28,1000000,1,1,0.1651477573434297,-0.0006804196890377777
2.0,28,1000000,1,64,-0.0007107652797983277,-0.000113765343632574
2.0,28,1000000,1,1024,-0.0011308836932395364,-0.000863632335516981
2.0,28,1000000,1,4096,-0.0013958068271171362,0.0009616746416705339
2.0,28,50000,4,1,0.0029176375137544143,0.002721022028144667
2.0,28,50000,4,64,-0.0007559717823994111,-0.00399815117154873
2.0,28,50000,4,1024,-0.0012093674912545794,0.0033668253624566666
2.0,28,50000,4,4096,-0.0018460660860483223,0.0006472446992748476
2.0,28,200000,4,1,0.004114574351925468,-0.0007462998919895452
2.0,28,200000,4,64,-0.0023047794781319002,-0.0014362538959696936
2.0,28,200000,4,1024,0.002702673424472023,0.00017445807861923761
2.0,28,200000,4,4096,2.695363889011991e-05,-0.0001163120068162972
2.0,28,1000000,4,1,0.0006775314601233608,-0.00016763255480772043
2.0,28,1000000,4,64,-0.0008994227472816247,-0.0002748175920831756
2.0,28,1000000,4,1024,-0.0007109802974601329,0.00026094723518318064
2.0,28,1000000,4,4096,-0.0019738957423299005,0.00011839317235251518
2.0,29,50000,1,1,0.16819733282816374,-0.0017982733143313424
2.0,29,50000,1,64,0.003958885810389978,-6.274107132804888e-05
2.0,29,50000,1,1024,0.0028947351639256914,-0.0032260064918348628
2.0,29,50000,1,4096,0.007061969693905659,0.004097698078079537
2.0,29,200000,1,1,0.16750265415418558,-0.0017845629687902064
2.0,29,200000,1,64,0.0007035224298326421,0.0007921773932642597
2.0,29,200000,1,1024,0.0015108830791068653,0.0005375485897524875
2.0,29,200000,1,4096,-0.0023239896442830295,-0.0009851185865029765
2.0,29,1000000,1,1,0.16706066052952107,-0.0005430054064303994
2.0,29,1000000,1,64,0.0001490154021229053,-0.00042664364783283175
2.0,29,1000000,1,1024,0.0003331624895391821,0.0010303345773876986
2.0,29,1000000,1,4096,-0.0006605327663224453,-0.0007022632078077763
2.0,29,50000,4,1,-0.0005908100996745038,-0.0019541550286954804
2.0,29,50000,4,64,-0.0010306812132255799,0.0016052929131457328
2.0,29,50000,4,1024,0.0007957713019896892,0.004944040650481148
2.0,29,50000,4,4096,0.001685976073032896,0.0031079451743402536
2.0,29,200000,4,1,0.0010067311331294765,0.0001412491936838735
2.0,29,200000,4,64,6.59720245098462e-05,0.002000342987973815
2.0,29,200000,4,1024,-0.00020236292391396013,0.0006049228991886935
2.0,29,200000,4,4096,5.022877245079899e-05,-8.838250548071922e-05
2.0,29,1000000,4,1,0.0007790799439820011,0.00033871803249950407
2.0,29,1000000,4,64,-0.000699669191119119,0.00012698119774555476
2.0,29,1000000,4,1024,-0.0007061041684701437,-0.0002649660324878494
2.0,29,1000000,4,4096,-0.0004972970494185331,0.0003275985998881941
2.0,30,50000,1,1,0.1686224994962366,0.0016665430919721525
2.0,30,50000,1,64,0.00012350197420344178,-0.002980251563619139
2.0,30,50000,1,1024,6.759920540330174e-05,0.0044033222497174675
2.0,30,50000,1,4096,-0.0014035477754214146,-0.0018440436783736904
2.0,30,200000,1,1,0.1672150910981583,0.00025179428857776017
2.0,30,200000,1,64,0.00017218454913301608,0.00019431134242820018
2.0,30,200000,1,1024,0.001559590745385974,0.0010773920112602659
2.0,30,200000,1,4096,0.000990839278347931,0.0006331144358505679
2.0,30,1000000,1,1,0.16755163222799802,-5.027978758139876e-06
2.0,30,1000000,1,64,0.0005767796152364892,-0.00016871948080262675
2.0,30,1000000,1,1024,-0.0003448939007546856,0.0004717117076044865
2.0,30,1000000,1,4096,0.0002879719264220091,-0.00046369635612536535
2.0,30,50000,4,1,0.0030195880641418382,-0.000194335674252547
2.0,30,50000,4,64,0.0023359072850111465,0.0029174813227144285
2.0,30,50000,4,1024,0.0047221446992423395,0.0021416629631633845
2.0,30,50000,4,4096,0.006756865151254085,0.0001955919288924604
2.0,30,200000,4,1,0.0026595576322833293,0.0010447389808197671
2.0,30,200000,4,64,0.0003141174100093842,-3.473864716640312e-05
2.0,30,200000,4,1024,-0.0016692493356204265,-0.0003790987830878479
2.0,30,200000,4,4096,0.0010893058916109624,-0.0005394358881875958
2.0,30,1000000,4,1,0.001666007869911145,0.0004608692625484372
2.0,30,1000000,4,64,0.00014228955985709916,-0.00046064027956948806
2.0,30,1000000,4,1024,-0.0002564770388250464,0.00012769939451392972
2.0,30,1000000,4,4096,0.0007269583648685829,3.987021796981944e-05
2.0,31,50000,1,1,0.166164790436282,-9.615774129435727e-05
2.0,31,50000,1,64,0.0011261679225099154,0.007138713323438152
2.0,31,50000,1,1024,0.0020859795027546517,0.0035827414823293405
2.0,31,50000,1,4096,-0.0022845838335991313,0.001514930887558816
2.0,31,200000,1,1,0.1667716501782198,0.001289542049586401
2.0,31,200000,1,64,0.00029463171477233133,0.0019504391971228927
2.0,31,200000,1,1024,0.0019282720603271224,0.0019150669036174987
2.0,31,200000,1,4096,-0.0009388101260380011,0.00113850137294423
2.0,31,1000000,1,1,0.16637139436455112,0.001292378240512357
2.0,31,1000000,1,64,-0.0001511757260001289,4.882398022759683e-05
2.0,31,1000000,1,1024,0.0012554560547965736,9.578050578984733e-06
2.0,31,1000000,1,4096,-0.0008642296695358137,3.3876248714686566e-06
2.0,31,50000,4,1,-0.002786769278895606,-0.0023686475837505026
2.0,31,50000,4,64,0.0018849460958294297,-0.002442769322053567
2.0,31,50000,4,1024,0.004758510198355386,0.0021498396578247154
2.0,31,50000,4,4096,0.003632238732202405,0.0032585668644280912
2.0,31,200000,4,1,-0.0012477483262690586,-0.0012190750490783848
2.0,31,200000,4,64,-0.003176050910608544,-0.0010698802178891148
2.0,31,200000,4,1024,0.0015877499870164756,-0.0005781117183701275
2.0,31,200000,4,4096,-0.0004882613118115842,0.0021702430358368306
2.0,31,1000000,4,1,0.0009069428985050346,6.523140490980334e-05
2.0,31,1000000,4,64,0.0004724725885520653,3.923489035734856e-05
