case,window,method,budget,terms,actual_bytes,under_budget,qr_prequant_mse,decoded_mse,codec_roundtrip
b2.0_float64,2,adaptive_tm,diagnostic_m,4,,,0.936267509058532,0.936267509058532,
b2.0_float64,2,fixed_tm_a0,diagnostic_m,8,,,0.9428201372473815,0.9428201372473815,
b2.0_float64,2,adaptive_tm,diagnostic_m,8,,,0.8985707309499302,0.8985707309499302,
b2.0_float64,3,fixed_tm_a0,48,4,48,True,0.9778905622903385,0.9778905622903384,True
b2.0_float64,3,fixed_tm_a0,80,8,80,True,0.945577834325555,0.945577834325555,True
b2.0_float64,3,fixed_tm_a0,144,16,144,True,0.871180775386439,0.8711807753864391,True
b2.0_float64,3,fourier_low,48,4,48,True,0.9757407841460882,0.9757407841460884,True
b2.0_float64,3,fourier_low,80,8,80,True,0.9400067097140691,0.9400067097140692,True
b2.0_float64,3,fourier_low,144,16,144,True,0.8307074973367276,0.8307074973367278,True
b2.0_float64,3,adaptive_tm,48,3,43,True,0.9541613723329674,0.9541613723329674,True
b2.0_float64,3,adaptive_tm,80,7,79,True,0.9261210072189139,0.9261210072189139,True
b2.0_float64,3,adaptive_tm,144,14,142,True,0.8650645844651332,0.8650645844651332,True
b2.0_float64,3,fixed_tm_a0,diagnostic_m,2,,,0.9809227382289513,0.9809227382289513,
b2.0_float64,3,adaptive_tm,diagnostic_m,2,,,0.9669547274893951,0.9669547274893951,
b2.0_float64,3,fixed_tm_a0,diagnostic_m,4,,,0.9778905622903385,0.9778905622903385,
b2.0_float64,3,adaptive_tm,diagnostic_m,4,,,0.9401637531005316,0.9401637531005316,
b2.0_float64,3,fixed_tm_a0,diagnostic_m,8,,,0.945577834325555,0.945577834325555,
b2.0_float64,3,adaptive_tm,diagnostic_m,8,,,0.9227620016931936,0.9227620016931936,
b2.0_float64,4,fixed_tm_a0,48,4,48,True,0.964981093676911,0.964981093676911,True
b2.0_float64,4,fixed_tm_a0,80,8,80,True,0.947662527483192,0.947662527483192,True
b2.0_float64,4,fixed_tm_a0,144,16,144,True,0.8722913167634179,0.872291316763418,True
b2.0_float64,4,fourier_low,48,4,48,True,0.9535501276046551,0.9535501276046552,True
b2.0_float64,4,fourier_low,80,8,80,True,0.9346829245398695,0.9346829245398696,True
b2.0_float64,4,fourier_low,144,16,144,True,0.8729334885176255,0.8729334885176255,True
b2.0_float64,4,adaptive_tm,48,3,43,True,0.9529584164448869,0.9529584164448869,True
b2.0_float64,4,adaptive_tm,80,7,79,True,0.90499479145753,0.9049947914575303,True
b2.0_float64,4,adaptive_tm,144,14,142,True,0.819549297510533,0.8195492975105332,True
b2.0_float64,4,fixed_tm_a0,diagnostic_m,2,,,0.9798710276368243,0.9798710276368243,
b2.0_float64,4,adaptive_tm,diagnostic_m,2,,,0.9653002625782304,0.9653002625782304,
b2.0_float64,4,fixed_tm_a0,diagnostic_m,4,,,0.964981093676911,0.964981093676911,
b2.0_float64,4,adaptive_tm,diagnostic_m,4,,,0.9422918003090154,0.9422918003090154,
b2.0_float64,4,fixed_tm_a0,diagnostic_m,8,,,0.947662527483192,0.947662527483192,
b2.0_float64,4,adaptive_tm,diagnostic_m,8,,,0.892109808094955,0.892109808094955,
b2.0_float64,5,fixed_tm_a0,48,4,48,True,0.9384543287413993,0.9384543287413994,True
b2.0_float64,5,fixed_tm_a0,80,8,80,True,0.9104271146020986,0.9104271146020986,True
b2.0_float64,5,fixed_tm_a0,144,16,144,True,0.7862874690930173,0.7862874690930173,True
b2.0_float64,5,fourier_low,48,4,48,True,0.9338729665997944,0.9338729665997945,True
b2.0_float64,5,fourier_low,80,8,80,True,0.9118303434075214,0.9118303434075214,True
b2.0_float64,5,fourier_low,144,16,144,True,0.8570742755409293,0.8570742755409295,True
b2.0_float64,5,adaptive_tm,48,3,43,True,0.9075753258318678,0.9075753258318678,True
b2.0_float64,5,adaptive_tm,80,7,79,True,0.8501366555462195,0.8501366555462198,True
b2.0_float64,5,adaptive_tm,144,14,142,True,0.7776275944549546,0.7776275944549547,True
b2.0_float64,5,fixed_tm_a0,diagnostic_m,2,,,0.9670713201034007,0.9670713201034007,
b2.0_float64,5,adaptive_tm,diagnostic_m,2,,,0.9400694012350006,0.9400694012350006,
b2.0_float64,5,fixed_tm_a0,diagnostic_m,4,,,0.9384543287413993,0.9384543287413993,
b2.0_float64,5,adaptive_tm,diagnostic_m,4,,,0.9004304559653076,0.9004304559653076,
b2.0_float64,5,fixed_tm_a0,diagnostic_m,8,,,0.9104271146020986,0.9104271146020986,
b2.0_float64,5,adaptive_tm,diagnostic_m,8,,,0.8438627350572252,0.8438627350572252,
b2.0_float64,6,fixed_tm_a0,48,4,48,True,0.9868564207941732,0.9868564207941732,True
b2.0_float64,6,fixed_tm_a0,80,8,80,True,0.9632672383757803,0.9632672383757802,True
b2.0_float64,6,fixed_tm_a0,144,16,144,True,0.8701583613285184,0.8701583613285184,True
b2.0_float64,6,fourier_low,48,4,48,True,0.9889243315855997,0.9889243315855999,True
b2.0_float64,6,fourier_low,80,8,80,True,0.9464777206518558,0.9464777206518559,True
b2.0_float64,6,fourier_low,144,16,144,True,0.8954049139480742,0.8954049139480742,True
b2.0_float64,6,adaptive_tm,48,3,43,True,0.963315755759889,0.9633157557598893,True
b2.0_float64,6,adaptive_tm,80,7,79,True,0.9075515140881187,0.9075515140881187,True
b2.0_float64,6,adaptive_tm,144,14,142,True,0.8636584039807513,0.8636584039807513,True
b2.0_float64,6,fixed_tm_a0,diagnostic_m,2,,,0.9911729907551887,0.9911729907551887,
b2.0_float64,6,adaptive_tm,diagnostic_m,2,,,0.975072891097551,0.975072891097551,
b2.0_float64,6,fixed_tm_a0,diagnostic_m,4,,,0.9868564207941732,0.9868564207941732,
b2.0_float64,6,adaptive_tm,diagnostic_m,4,,,0.9412494791905981,0.9412494791905981,
b2.0_float64,6,fixed_tm_a0,diagnostic_m,8,,,0.9632672383757803,0.9632672383757803,
b2.0_float64,6,adaptive_tm,diagnostic_m,8,,,0.9016023817357554,0.9016023817357554,
b2.0_float64,7,fixed_tm_a0,48,4,48,True,0.9535646895178991,0.9535646895178991,True
b2.0_float64,7,fixed_tm_a0,80,8,80,True,0.9284712955664642,0.9284712955664645,True
b2.0_float64,7,fixed_tm_a0,144,16,144,True,0.8768564592105091,0.8768564592105093,True
b2.0_float64,7,fourier_low,48,4,48,True,0.950274203324813,0.9502742033248132,True
b2.0_float64,7,fourier_low,80,8,80,True,0.8987475939462555,0.8987475939462555,True
b2.0_float64,7,fourier_low,144,16,144,True,0.8059825034114321,0.8059825034114323,True
b2.0_float64,7,adaptive_tm,48,3,43,True,0.93449320109224,0.93449320109224,True
b2.0_float64,7,adaptive_tm,80,7,79,True,0.9045821501010092,0.9045821501010094,True
b2.0_float64,7,adaptive_tm,144,14,142,True,0.8644388392589953,0.8644388392589955,True
b2.0_float64,7,fixed_tm_a0,diagnostic_m,2,,,0.9727237639937172,0.9727237639937172,
b2.0_float64,7,adaptive_tm,diagnostic_m,2,,,0.9443237778323872,0.9443237778323872,
b2.0_float64,7,fixed_tm_a0,diagnostic_m,4,,,0.9535646895178991,0.9535646895178991,
b2.0_float64,7,adaptive_tm,diagnostic_m,4,,,0.9220373183128592,0.9220373183128592,
b2.0_float64,7,fixed_tm_a0,diagnostic_m,8,,,0.9284712955664642,0.9284712955664642,
b2.0_float64,7,adaptive_tm,diagnostic_m,8,,,0.9007825003630174,0.9007825003630174,
b2.0_float64,8,fixed_tm_a0,48,4,48,True,0.9720378797560115,0.9720378797560115,True
b2.0_float64,8,fixed_tm_a0,80,8,80,True,0.93594838358916,0.93594838358916,True
b2.0_float64,8,fixed_tm_a0,144,16,144,True,0.8011862812414048,0.801186281241405,True
b2.0_float64,8,fourier_low,48,4,48,True,0.9705991431997564,0.9705991431997563,True
b2.0_float64,8,fourier_low,80,8,80,True,0.9115054208246712,0.9115054208246712,True
b2.0_float64,8,fourier_low,144,16,144,True,0.8417738739036605,0.8417738739036607,True
b2.0_float64,8,adaptive_tm,48,3,43,True,0.923914935270449,0.9239149352704489,True
b2.0_float64,8,adaptive_tm,80,7,79,True,0.8652985889260616,0.8652985889260616,True
b2.0_float64,8,adaptive_tm,144,14,142,True,0.7976419868621585,0.7976419868621587,True
b2.0_float64,8,fixed_tm_a0,diagnostic_m,2,,,0.9861169695453578,0.9861169695453578,
b2.0_float64,8,adaptive_tm,diagnostic_m,2,,,0.9360008210979918,0.9360008210979918,
b2.0_float64,8,fixed_tm_a0,diagnostic_m,4,,,0.9720378797560115,0.9720378797560115,
b2.0_float64,8,adaptive_tm,diagnostic_m,4,,,0.9075398485393453,0.9075398485393453,
b2.0_float64,8,fixed_tm_a0,diagnostic_m,8,,,0.93594838358916,0.93594838358916,
b2.0_float64,8,adaptive_tm,diagnostic_m,8,,,0.8533089993513837,0.8533089993513837,
b2.0_float64,9,fixed_tm_a0,48,4,48,True,0.979196711670905,0.979196711670905,True
b2.0_float64,9,fixed_tm_a0,80,8,80,True,0.936218909531932,0.9362189095319321,True
b2.0_float64,9,fixed_tm_a0,144,16,144,True,0.8603026555207374,0.8603026555207376,True
b2.0_float64,9,fourier_low,48,4,48,True,0.9831217974632067,0.9831217974632066,True
b2.0_float64,9,fourier_low,80,8,80,True,0.9483692250937696,0.9483692250937696,True
b2.0_float64,9,fourier_low,144,16,144,True,0.8668474293502244,0.8668474293502246,True
b2.0_float64,9,adaptive_tm,48,3,43,True,0.9497753525181041,0.9497753525181043,True
b2.0_float64,9,adaptive_tm,80,7,79,True,0.8951260994030482,0.8951260994030483,True
b2.0_float64,9,adaptive_tm,144,14,142,True,0.8518252926411614,0.8518252926411616,True
b2.0_float64,9,fixed_tm_a0,diagnostic_m,2,,,0.9873724339613974,0.9873724339613974,
b2.0_float64,9,adaptive_tm,diagnostic_m,2,,,0.9610533160345959,0.9610533160345959,
b2.0_float64,9,fixed_tm_a0,diagnostic_m,4,,,0.979196711670905,0.979196711670905,
b2.0_float64,9,adaptive_tm,diagnostic_m,4,,,0.9321618519038612,0.9321618519038612,
b2.0_float64,9,fixed_tm_a0,diagnostic_m,8,,,0.936218909531932,0.936218909531932,
b2.0_float64,9,adaptive_tm,diagnostic_m,8,,,0.8890601051757255,0.8890601051757255,
b2.0_float64,10,fixed_tm_a0,48,4,48,True,0.958857892640338,0.9588578926403379,True
b2.0_float64,10,fixed_tm_a0,80,8,80,True,0.915043609845856,0.9150436098458559,True
b2.0_float64,10,fixed_tm_a0,144,16,144,True,0.8435382595344486,0.8435382595344487,True
b2.0_float64,10,fourier_low,48,4,48,True,0.9601813547831431,0.9601813547831433,True
b2.0_float64,10,fourier_low,80,8,80,True,0.9099116134303106,0.9099116134303105,True
b2.0_float64,10,fourier_low,144,16,144,True,0.7840105323264642,0.7840105323264644,True
b2.0_float64,10,adaptive_tm,48,3,43,True,0.9375858019088323,0.9375858019088325,True
b2.0_float64,10,adaptive_tm,80,7,79,True,0.889667044092658,0.889667044092658,True
b2.0_float64,10,adaptive_tm,144,14,142,True,0.8385039178284609,0.8385039178284609,True
b2.0_float64,10,fixed_tm_a0,diagnostic_m,2,,,0.9949813135125054,0.9949813135125054,
b2.0_float64,10,adaptive_tm,diagnostic_m,2,,,0.9524932128766599,0.9524932128766599,
b2.0_float64,10,fixed_tm_a0,diagnostic_m,4,,,0.958857892640338,0.958857892640338,
b2.0_float64,10,adaptive_tm,diagnostic_m,4,,,0.9212003338585986,0.9212003338585986,
b2.0_float64,10,fixed_tm_a0,diagnostic_m,8,,,0.915043609845856,0.915043609845856,
b2.0_float64,10,adaptive_tm,diagnostic_m,8,,,0.8856677948291685,0.8856677948291685,
b2.0_float64,11,fixed_tm_a0,48,4,48,True,0.9076307709655507,0.9076307709655509,True
b2.0_float64,11,fixed_tm_a0,80,8,80,True,0.8684187853839169,0.8684187853839169,True
b2.0_float64,11,fixed_tm_a0,144,16,144,True,0.8138461100299237,0.8138461100299239,True
b2.0_float64,11,fourier_low,48,4,48,True,0.9227614524760652,0.9227614524760652,True
b2.0_float64,11,fourier_low,80,8,80,True,0.847426758443357,0.8474267584433571,True
b2.0_float64,11,fourier_low,144,16,144,True,0.7895303462335249,0.789530346233525,True
b2.0_float64,11,adaptive_tm,48,3,43,True,0.8841724494083856,0.8841724494083856,True
b2.0_float64,11,adaptive_tm,80,7,79,True,0.8474574450558598,0.84745744505586,True
b2.0_float64,11,adaptive_tm,144,14,142,True,0.8037028631440816,0.8037028631440818,True
b2.0_float64,11,fixed_tm_a0,diagnostic_m,2,,,0.9279075586392458,0.9279075586392458,
b2.0_float64,11,adaptive_tm,diagnostic_m,2,,,0.9044351851197175,0.9044351851197175,
b2.0_float64,11,fixed_tm_a0,diagnostic_m,4,,,0.9076307709655507,0.9076307709655507,
b2.0_float64,11,adaptive_tm,diagnostic_m,4,,,0.8733285425077391,0.8733285425077391,
b2.0_float64,11,fixed_tm_a0,diagnostic_m,8,,,0.8684187853839169,0.8684187853839169,
b2.0_float64,11,adaptive_tm,diagnostic_m,8,,,0.8420078886513092,0.8420078886513092,
