beta,epsilon,seed,x0,parallel,transverse,scale,ks,cayley_real,cayley_imag,unit_error,max_abs,zeros
1.0001,0.9,3,2.812978928105956,1.7360364555508445,0.5528287762130768,10.09622930688891,0.00791097274703173,0.0030653941733023824,0.00562803874396954,2.220446049250313e-16,367273.47384301724,0
1.0001,0.9,4,5.772224030682566,1.724936393526372,0.5387124878127968,9.932579396466743,0.006486583543967639,-0.006477771909816574,0.0035029966870140814,2.220446049250313e-16,126775.78460407915,0
1.0001,0.9,5,4.704092601527332,1.7327169946101524,0.5505593687553064,10.131423191895074,0.004985417711897311,0.00792319077902812,-0.0009908049578942072,2.220446049250313e-16,254547.61124925068,0
1.0001,0.9,6,-112.01071387964673,1.7324693685694443,0.5472743938424729,10.164741835918322,0.00395704672314745,0.005868945986262622,-0.0003071989349730352,2.220446049250313e-16,179880.70048411656,0
1.0001,0.9,7,4.43178802916114,1.7310039280533982,0.5485520170294322,9.915742559176927,0.005966509709904422,-0.0036754853461644726,-0.004070553505455583,2.220446049250313e-16,110929.54137283219,0
1.0001,0.9,8,17.670909927471715,1.735196048246212,0.5509380193849132,10.148393237465216,0.005056462202556594,0.007838278261373729,0.002077529825695598,2.220446049250313e-16,488427.34092426224,0
1.0001,0.9,9,7.376889085139481,1.7339485132884869,0.5511151127785154,9.909967127064048,0.006047940651803807,-0.006239936487163248,-0.0007066901165051582,2.220446049250313e-16,40215.292835220425,0
1.0001,0.9,10,-12.799231533680308,1.7359894087927663,0.5529792862770971,10.15757629986759,0.005040611268272599,0.009160784351717747,-0.002986882963199918,2.220446049250313e-16,245160.4485804154,0
1.0001,0.9,11,-40.86319311433315,1.731410037039665,0.5454519910272144,10.003206214195997,0.008579462458338627,-0.0015853257987737991,0.011424678000127073,2.220446049250313e-16,125220.63884956854,0
1.0001,0.9,12,161.9070386780005,1.734628205463689,0.5511699745560381,10.016721539559587,0.008067883854747604,5.5766736524566916e-05,0.010341508580747873,2.220446049250313e-16,37951.464577031664,0
