key,beta,dtype,scale_name,scale,start,stop,n,k,ell,real,imag,theory,error
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,2,0.845469360640579,-0.004645025706518962,0.8706062680020336,0.025562479838868748
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,3,-0.8844286507822037,0.004112494572139881,-0.9012937141109808,0.017359233067435413
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,4,0.9225918120024593,-0.0030970956763146083,0.9330628424720564,0.010919454231942042
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,5,-0.9609600468584104,0.0019443551308276437,-0.9659517806143619,0.005357044219070967
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,6,1.0,0.0,1.0,0.0
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,7,-0.9609600468584104,-0.0019443551308276537,-0.9659517806143619,0.0053570442190709715
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,6,8,0.9225918120024591,0.003097095676314621,0.9330628424720564,0.010919454231942259
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,0,-0.7337771040477932,-0.0005220058964734775,-0.7846719568158528,0.05089752968895856
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,1,0.7698343263910745,-0.002551892348636907,0.8123303590959663,0.04257258449065857
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,2,-0.8071042446841776,0.004421724991573542,-0.8409636747905886,0.034146927519647194
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,3,0.8454693606405793,-0.004645025706518978,0.8706062680020336,0.02556247983886842
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,4,-0.884428650782204,0.0041124945721399235,-0.9012937141109808,0.0173592330674351
b1.0001_float32,1.0001,float32,fixed,1.0,0,50000,50000,7,5,0.9225918120024591,-0.003097095676314621,0.9330628424720564,0.010919454231942259
