key,beta,dtype,scale_name,scale,start,stop,n,order,lag,k,pairs,real,imag,theory,error
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,3,195904,0.025402119676935866,0.000557860338386716,0.02104452607957175,0.00439315719237699
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,4,195904,0.01046086835196247,0.00078723830222623,0.012073862165542506,0.0017948518565997326
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,5,195904,0.004589320942298893,0.0007343202669150609,0.004696746558578279,0.0007421364547273043
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,6,195904,0.006355247369850014,-0.00030028027664871066,0.0057629093466201,0.0006641028371480944
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,7,195904,0.00835146709294724,-0.0002550479732473841,0.008400282467675223,0.00025967751051531556
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,4096,8,195904,0.009231383564521647,-0.001299763319095627,0.009983048610026789,0.0015014609639616768
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,1,183616,0.003863094075880285,0.0017191171056556978,0.005233398527338396,0.002198430784137617
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,2,183616,0.006388576961944167,1.211346535550866e-05,0.004880943505879124,0.001507682119642448
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,3,183616,0.02004742393238567,0.00011775363229691223,0.02104452607957175,0.0010040311797161509
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,4,183616,0.014252757776209064,0.0020255798100043353,0.012073862165542506,0.002974989016598076
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,5,183616,0.0029626575604718773,-0.002251206657886926,0.004696746558578279,0.0028416537561546953
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,6,183616,0.005750844469314107,0.0030260170626079754,0.0057629093466201,0.003026041114138902
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,7,183616,0.011732827853953676,-0.0031250610553531957,0.008400282467675223,0.004568573667053103
b1.0001_float32,1.0001,float32,matched,0.017318949386946766,0,200000,200000,shuffled,16384,8,183616,0.012536535494458186,-0.0030081587132997616,0.009983048610026789,0.003945797018773829
