beta,gamma0,x,empirical,theoretical
0.5,1.0,0.1327447520188175,0.58982,0.5890383063927412
0.5,1.0,0.14044361868023136,0.59481,0.5939151787062121
0.5,1.0,0.14855903258249442,0.5998,0.5990071716110326
0.5,1.0,0.15689034963055712,0.60479,0.6041806945595071
0.5,1.0,0.16535820011168453,0.60978,0.609381129067322
0.5,1.0,0.1737125697756347,0.61477,0.6144529843038382
0.5,1.0,0.18264601402726538,0.61976,0.6198099356217296
0.5,1.0,0.19125682072034114,0.62475,0.6249068756849466
0.5,1.0,0.19895249848810695,0.62974,0.6294057500053789
0.5,1.0,0.20733988941282397,0.63473,0.6342473731129881
0.5,1.0,0.2158620317777174,0.63972,0.639100008840669
0.5,1.0,0.22444805490192113,0.64471,0.6439201120520142
0.5,1.0,0.23347125543879013,0.6497,0.6489103356919497
0.5,1.0,0.24282109054303053,0.65469,0.6539991088447535
0.5,1.0,0.25246806845792596,0.65968,0.6591614758738662
0.5,1.0,0.2625619693050292,0.66467,0.664466776942052
0.5,1.0,0.2732359016175442,0.66966,0.669969673270749
0.5,1.0,0.28304535646612683,0.67465,0.6749296829240193
0.5,1.0,0.2930038425571674,0.67964,0.6798700247371638
0.5,1.0,0.30261960456707193,0.68463,0.6845498542581185
0.5,1.0,0.3123448526296644,0.68962,0.6891930515392396
0.5,1.0,0.3231776716623401,0.69461,0.6942593769577271
0.5,1.0,0.3335392500365653,0.6996,0.6990020681647775
0.5,1.0,0.344432895497102,0.70459,0.7038806448174638
0.5,1.0,0.3555356615447403,0.70958,0.7087407635763925
0.5,1.0,0.36747394905425734,0.71457,0.7138422087559441
0.5,1.0,0.37916384903853695,0.71956,0.7187146405436239
0.5,1.0,0.3916869798454788,0.72455,0.723801979106753
0.5,1.0,0.4038381036117915,0.72954,0.7286099027649252
0.5,1.0,0.41658415904452356,0.73453,0.7335203936428237
0.5,1.0,0.43089368254257654,0.73952,0.7388750582066972
0.5,1.0,0.4458385200182542,0.74451,0.7442936685138646
0.5,1.0,0.4601520016891964,0.7495,0.7493217516889409
0.5,1.0,0.47452255997378845,0.75449,0.7542156352987965
0.5,1.0,0.489757492284258,0.75948,0.7592404186745665
0.5,1.0,0.5054353159451488,0.76447,0.7642414978472092
0.5,1.0,0.5218919302826529,0.76946,0.7693123716257599
0.5,1.0,0.5374179257202041,0.77445,0.7739349154100533
0.5,1.0,0.5547751853332358,0.77944,0.7789241480639544
0.5,1.0,0.5718266981981415,0.78443,0.783649264612159
0.5,1.0,0.5907764051430817,0.78942,0.7887042736094844
0.5,1.0,0.6109371425946812,0.79441,0.7938660123215306
0.5,1.0,0.6320643841860228,0.7994,0.7990476828912285
0.5,1.0,0.6551389046071501,0.80439,0.8044549891120699
0.5,1.0,0.6777017314538983,0.80938,0.8095020259197527
0.5,1.0,0.7008345241183288,0.81437,0.8144438325285884
0.5,1.0,0.7232004039624401,0.81936,0.819010370487967
0.5,1.0,0.7490103411260182,0.82435,0.8240369191890391
0.5,1.0,0.7767414557848235,0.82934,0.8291652889879031
0.5,1.0,0.8034964039053297,0.83433,0.8338632172549829
