trajectory,s0,common_mean,common_theory,k0_positive_fraction_w256,k0_positive_fraction_w4096,k1_positive_fraction_w256,k1_positive_fraction_w4096,k2_positive_fraction_w256,k2_positive_fraction_w4096,k3_positive_fraction_w256,k3_positive_fraction_w4096,k4_positive_fraction_w256,k4_positive_fraction_w4096,k5_positive_fraction_w256,k5_positive_fraction_w4096,k6_positive_fraction_w256,k6_positive_fraction_w4096,k7_positive_fraction_w256,k7_positive_fraction_w4096,k8_positive_fraction_w256,k8_positive_fraction_w4096
0,0.7035968712045263,1.1878937356306678,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.65625,0.875,0.5625,0.625,0.5234375,0.25,0.4765625,0.25,0.296875,0.125,0.0,0.0,0.0,0.0
1,0.07337185425718785,1.2006754781904323,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.6953125,0.875,0.5546875,0.875,0.53125,0.75,0.515625,0.5,0.3515625,0.0,0.0,0.0,0.0,0.0
2,0.5657977097850588,1.1892231812905452,1.1942327179468006,1.0,1.0,0.78125,1.0,0.625,1.0,0.4921875,0.5,0.46875,0.375,0.3984375,0.375,0.265625,0.0,0.015625,0.0,0.0,0.0
3,-0.5729229730797238,1.190260627344838,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6640625,1.0,0.5546875,0.625,0.515625,0.125,0.484375,0.125,0.2890625,0.125,0.0078125,0.0,0.0,0.0
4,0.029896316285865195,1.2022200037814994,1.1942327179468006,1.0,1.0,0.796875,1.0,0.640625,1.0,0.546875,0.875,0.5,0.625,0.484375,0.5,0.3515625,0.0,0.0,0.0,0.0,0.0
5,-1.4558537553532278,1.1856432583858565,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6328125,1.0,0.4765625,0.5,0.46875,0.375,0.421875,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
6,-0.3236704486282876,1.2075343295610386,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6953125,1.0,0.5234375,0.625,0.5078125,0.625,0.484375,0.625,0.3671875,0.125,0.0078125,0.0,0.0,0.0
7,-5.117887663419677,1.1944025002819372,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.671875,0.875,0.59375,0.625,0.53125,0.625,0.5234375,0.625,0.3359375,0.0,0.0,0.0,0.0,0.0
8,-0.5150773563692076,1.1952244814422806,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.703125,1.0,0.546875,0.5,0.5,0.5,0.4453125,0.375,0.3359375,0.0,0.0,0.0,0.0,0.0
9,0.9221391015831971,1.2093778876919576,1.1942327179468006,1.0,1.0,0.828125,1.0,0.75,1.0,0.625,0.875,0.5625,0.75,0.53125,0.625,0.359375,0.0,0.0,0.0,0.0,0.0
10,-0.14139626928031335,1.1862351980961445,1.1942327179468006,1.0,1.0,0.7578125,1.0,0.6640625,0.875,0.5625,0.625,0.5,0.5,0.4765625,0.25,0.3203125,0.0,0.0,0.0,0.0,0.0
11,-0.32975597774714205,1.1874349131818867,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6484375,1.0,0.46875,0.5,0.4296875,0.375,0.3828125,0.125,0.25,0.0,0.0,0.0,0.0,0.0
12,-0.03511772307615884,1.1999824977904892,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6953125,1.0,0.53125,0.625,0.5,0.375,0.4765625,0.375,0.359375,0.0,0.0,0.0,0.0,0.0
13,-0.34201038614333734,1.1786192944144065,1.1942327179468006,1.0,1.0,0.7421875,1.0,0.609375,0.875,0.484375,0.5,0.421875,0.375,0.40625,0.25,0.296875,0.0,0.0,0.0,0.0,0.0
14,-0.832323639183481,1.196426046993902,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.7109375,1.0,0.5078125,0.625,0.46875,0.5,0.40625,0.375,0.2890625,0.0,0.0,0.0,0.0,0.0
15,-0.47692794402745936,1.2030163643416654,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.65625,1.0,0.4921875,0.625,0.453125,0.5,0.4140625,0.5,0.3046875,0.0,0.0078125,0.0,0.0,0.0
16,-39.01629394245592,1.1779584769310927,1.1942327179468006,1.0,1.0,0.796875,1.0,0.6484375,1.0,0.4765625,0.25,0.4140625,0.125,0.3828125,0.125,0.2421875,0.0,0.0078125,0.0,0.0,0.0
17,-0.13505257462796869,1.1931155657354389,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.65625,1.0,0.53125,0.5,0.5,0.5,0.4765625,0.5,0.2890625,0.0,0.0,0.0,0.0,0.0
18,-1.3813532121030354e-05,1.1772247198181087,1.1942327179468006,1.0,1.0,0.7421875,1.0,0.5859375,0.875,0.484375,0.25,0.46875,0.25,0.4453125,0.25,0.3046875,0.125,0.0078125,0.0,0.0,0.0
19,0.4537564997576685,1.196853982208273,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.671875,0.875,0.5078125,0.875,0.46875,0.625,0.4375,0.625,0.3203125,0.0,0.0,0.0,0.0,0.0
20,1.2360199442521236,1.1908463763734718,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.671875,1.0,0.5390625,0.5,0.4921875,0.5,0.4453125,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
21,0.42413561341036804,1.1899786274851236,1.1942327179468006,1.0,1.0,0.8125,1.0,0.6875,1.0,0.5390625,0.625,0.5,0.625,0.46875,0.25,0.2890625,0.0,0.0,0.0,0.0,0.0
22,0.21361870384406575,1.1809847932714623,1.1942327179468006,1.0,1.0,0.78125,1.0,0.640625,1.0,0.5234375,0.625,0.484375,0.5,0.421875,0.25,0.2890625,0.0,0.0,0.0,0.0,0.0
23,0.8079116104371684,1.1691184012314797,1.1942327179468006,1.0,1.0,0.75,1.0,0.59375,0.875,0.453125,0.25,0.4140625,0.25,0.375,0.125,0.25,0.0,0.0078125,0.0,0.0,0.0
24,-1.0606531624507152,1.1774157601146762,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6171875,1.0,0.4453125,0.5,0.40625,0.25,0.3671875,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
25,-4.551142156532607,1.1767090543882708,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.59375,0.75,0.4453125,0.625,0.4140625,0.25,0.3671875,0.25,0.2421875,0.0,0.0,0.0,0.0,0.0
26,-0.30320862285919964,1.1897608366627912,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6484375,1.0,0.515625,0.5,0.5,0.5,0.4453125,0.25,0.3046875,0.0,0.0,0.0,0.0,0.0
27,4.511270207462648,1.1744440665089033,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6171875,0.875,0.4921875,0.25,0.46875,0.25,0.4296875,0.25,0.25,0.0,0.0,0.0,0.0,0.0
28,0.35569348008787044,1.1827975699693345,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.640625,0.875,0.515625,0.625,0.46875,0.375,0.421875,0.25,0.28125,0.0,0.0,0.0,0.0,0.0
29,1.8083339708725215,1.202844052745106,1.1942327179468006,1.0,1.0,0.8125,1.0,0.703125,1.0,0.5703125,0.625,0.5390625,0.625,0.5078125,0.5,0.3359375,0.0,0.0,0.0,0.0,0.0
30,-0.6762076816627183,1.1989294903776406,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.6953125,1.0,0.5390625,0.75,0.515625,0.625,0.4609375,0.375,0.2734375,0.0,0.0,0.0,0.0,0.0
31,-0.7328337641136055,1.184657945527622,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6796875,0.875,0.515625,0.625,0.4609375,0.375,0.453125,0.375,0.2578125,0.0,0.0,0.0,0.0,0.0
32,-1.5550624752285966,1.2050813455122522,1.1942327179468006,1.0,1.0,0.84375,1.0,0.7265625,1.0,0.578125,0.875,0.5078125,0.5,0.4921875,0.5,0.328125,0.0,0.0078125,0.0,0.0,0.0
33,0.07637653108452676,1.1840304238399233,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.703125,1.0,0.515625,0.625,0.4765625,0.375,0.4140625,0.125,0.2109375,0.0,0.0078125,0.0,0.0,0.0
34,-3.394899071335763,1.1893383239631359,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.671875,1.0,0.5625,0.375,0.484375,0.375,0.453125,0.375,0.265625,0.0,0.0,0.0,0.0,0.0
35,0.2714049855865739,1.20087320196703,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6953125,1.0,0.5546875,0.75,0.5,0.5,0.4765625,0.5,0.3125,0.0,0.0,0.0,0.0,0.0
36,0.792892134028134,1.1953630548954937,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.703125,1.0,0.5625,0.75,0.5,0.5,0.46875,0.25,0.328125,0.0,0.0,0.0,0.0,0.0
37,-3.5548527669448857,1.196864007632423,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.671875,1.0,0.5234375,0.75,0.4921875,0.5,0.4375,0.375,0.28125,0.0,0.0,0.0,0.0,0.0
38,-0.9545356356381846,1.1912221649891275,1.1942327179468006,1.0,1.0,0.8671875,1.0,0.6796875,1.0,0.5390625,0.5,0.4921875,0.5,0.453125,0.375,0.2734375,0.0,0.0,0.0,0.0,0.0
39,-0.582108335869809,1.2109078521958536,1.1942327179468006,1.0,1.0,0.84375,1.0,0.703125,1.0,0.515625,0.875,0.5,0.625,0.484375,0.625,0.296875,0.125,0.0,0.0,0.0,0.0
40,-0.23094606310098006,1.1765101053785976,1.1942327179468006,1.0,1.0,0.8125,1.0,0.6484375,0.875,0.4921875,0.5,0.4296875,0.125,0.40625,0.125,0.21875,0.0,0.0,0.0,0.0,0.0
41,0.6098059489843874,1.210940772362498,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.6875,1.0,0.578125,0.875,0.5390625,0.75,0.5,0.5,0.359375,0.0,0.015625,0.0,0.0,0.0
42,-2.8753320699693945,1.1874342708322438,1.1942327179468006,1.0,1.0,0.75,1.0,0.625,0.875,0.5078125,0.625,0.46875,0.5,0.4375,0.375,0.3359375,0.0,0.015625,0.0,0.0,0.0
43,-2.2307735124100154,1.193626270924166,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.65625,1.0,0.4609375,0.625,0.4609375,0.5,0.4296875,0.375,0.328125,0.0,0.0078125,0.0,0.0,0.0
44,-1.0438454321162929,1.202797496624336,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.734375,1.0,0.59375,0.75,0.5390625,0.75,0.453125,0.375,0.3203125,0.0,0.0,0.0,0.0,0.0
45,0.12468293377619448,1.1716260259106668,1.1942327179468006,1.0,1.0,0.796875,1.0,0.5703125,1.0,0.46875,0.25,0.4375,0.125,0.3671875,0.125,0.265625,0.0,0.0,0.0,0.0,0.0
46,-0.13748139396854148,1.2078919204043486,1.1942327179468006,1.0,1.0,0.8125,1.0,0.703125,1.0,0.578125,0.75,0.5390625,0.75,0.5234375,0.375,0.3359375,0.125,0.0078125,0.0,0.0,0.0
47,-0.09276173698229236,1.209519188610886,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.6640625,1.0,0.546875,0.875,0.5,0.625,0.4921875,0.5,0.390625,0.125,0.0,0.0,0.0,0.0
48,0.11546857395452456,1.1887702881946554,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.6484375,1.0,0.5234375,0.625,0.5,0.375,0.4453125,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
49,1.1532191273799546,1.1655093912174848,1.1942327179468006,1.0,1.0,0.7578125,1.0,0.6171875,0.875,0.484375,0.25,0.4453125,0.25,0.4140625,0.125,0.2109375,0.0,0.0,0.0,0.0,0.0
50,0.5131698647563641,1.1670183740264763,1.1942327179468006,1.0,1.0,0.7421875,1.0,0.5703125,1.0,0.3984375,0.25,0.3828125,0.25,0.359375,0.125,0.2421875,0.0,0.0,0.0,0.0,0.0
51,1.0157164225099755,1.2024783619083965,1.1942327179468006,1.0,1.0,0.859375,1.0,0.6953125,1.0,0.5625,0.875,0.515625,0.625,0.4765625,0.625,0.3125,0.0,0.0,0.0,0.0,0.0
52,-0.5588450523598788,1.187944049009519,1.1942327179468006,1.0,1.0,0.796875,1.0,0.6484375,1.0,0.5390625,0.625,0.5078125,0.375,0.453125,0.25,0.296875,0.0,0.0078125,0.0,0.0,0.0
53,-1.7563074037107174,1.2098305570182653,1.1942327179468006,1.0,1.0,0.84375,1.0,0.765625,0.875,0.53125,0.75,0.515625,0.75,0.4765625,0.625,0.3125,0.125,0.0078125,0.0,0.0,0.0
54,-5.414889902744221,1.1829736296235271,1.1942327179468006,1.0,1.0,0.765625,1.0,0.640625,0.875,0.5078125,0.5,0.4921875,0.375,0.4609375,0.25,0.3125,0.0,0.0078125,0.0,0.0,0.0
55,-0.41407929546473715,1.1916313682229227,1.1942327179468006,1.0,1.0,0.828125,1.0,0.625,1.0,0.5078125,0.625,0.4765625,0.25,0.421875,0.25,0.296875,0.0,0.0078125,0.0,0.0,0.0
56,0.3455807602646529,1.1779302019736042,1.1942327179468006,1.0,1.0,0.8125,1.0,0.6640625,1.0,0.46875,0.375,0.421875,0.125,0.40625,0.125,0.2578125,0.0,0.0,0.0,0.0,0.0
57,14.717426475278389,1.189904903805513,1.1942327179468006,1.0,1.0,0.8125,1.0,0.625,1.0,0.5078125,0.625,0.484375,0.375,0.4296875,0.25,0.2890625,0.0,0.0,0.0,0.0,0.0
58,-1.1954738591137737,1.19767611087985,1.1942327179468006,1.0,1.0,0.796875,1.0,0.703125,1.0,0.578125,0.625,0.53125,0.625,0.4765625,0.375,0.34375,0.0,0.0,0.0,0.0,0.0
59,0.4882236127879408,1.1996560173067374,1.1942327179468006,1.0,1.0,0.8125,1.0,0.6796875,1.0,0.5625,0.75,0.4921875,0.625,0.4375,0.375,0.3203125,0.0,0.0078125,0.0,0.0,0.0
60,2.377282036157387,1.1912590243009187,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6640625,1.0,0.5234375,0.625,0.4609375,0.625,0.4375,0.375,0.3203125,0.0,0.0078125,0.0,0.0,0.0
61,-1.195234075805283,1.1996247164134557,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.71875,1.0,0.5703125,0.75,0.5234375,0.625,0.4765625,0.375,0.3359375,0.125,0.0,0.0,0.0,0.0
62,-0.08492036306006262,1.1877539121001497,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6640625,1.0,0.5625,0.5,0.53125,0.5,0.484375,0.375,0.265625,0.0,0.0,0.0,0.0,0.0
63,-2.174397179994585,1.1993337245998257,1.1942327179468006,1.0,1.0,0.765625,1.0,0.65625,0.875,0.5234375,0.75,0.4921875,0.5,0.453125,0.5,0.3359375,0.125,0.0078125,0.0,0.0,0.0
64,1.8552812352845534,1.1884518234019115,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.640625,1.0,0.4765625,0.5,0.4453125,0.375,0.3984375,0.25,0.265625,0.125,0.015625,0.0,0.0,0.0
65,-1.7939648646456174,1.172293191552655,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6015625,1.0,0.484375,0.375,0.4453125,0.125,0.375,0.125,0.265625,0.0,0.0,0.0,0.0,0.0
66,-2.0829417352026613,1.1859414275772726,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6640625,1.0,0.53125,0.75,0.5,0.375,0.4453125,0.125,0.296875,0.0,0.0,0.0,0.0,0.0
67,0.8949855932585633,1.1809231848966615,1.1942327179468006,1.0,1.0,0.75,1.0,0.640625,1.0,0.4921875,0.625,0.4453125,0.375,0.4140625,0.125,0.3046875,0.0,0.0,0.0,0.0,0.0
68,0.9998227101702509,1.2006829516600874,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6875,1.0,0.5546875,0.75,0.5390625,0.5,0.453125,0.375,0.3125,0.0,0.0078125,0.0,0.0,0.0
69,-0.8097822007623342,1.2025050052763122,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.703125,1.0,0.5390625,0.5,0.5078125,0.5,0.5,0.5,0.34375,0.125,0.0,0.0,0.0,0.0
70,-1.5424159971323936,1.1629389834127442,1.1942327179468006,1.0,1.0,0.765625,1.0,0.5859375,0.75,0.4453125,0.5,0.375,0.375,0.3515625,0.0,0.265625,0.0,0.0,0.0,0.0,0.0
71,-0.32141030079050903,1.1874433511054947,1.1942327179468006,1.0,1.0,0.859375,1.0,0.6875,1.0,0.4765625,0.625,0.421875,0.5,0.390625,0.375,0.25,0.0,0.0,0.0,0.0,0.0
72,-0.12093937524492424,1.197928415472982,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6796875,1.0,0.5625,0.625,0.5234375,0.5,0.5,0.375,0.328125,0.0,0.015625,0.0,0.0,0.0
73,-578.3254819105244,1.18087420506001,1.1942327179468006,1.0,1.0,0.796875,1.0,0.703125,1.0,0.5546875,0.625,0.484375,0.375,0.421875,0.125,0.21875,0.0,0.0,0.0,0.0,0.0
74,1.4956227596504186,1.2007584943549483,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.75,0.875,0.5859375,0.75,0.5390625,0.75,0.46875,0.75,0.296875,0.0,0.0,0.0,0.0,0.0
75,0.30981789208934934,1.182308927175395,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.65625,1.0,0.4921875,0.625,0.453125,0.25,0.4140625,0.125,0.2890625,0.0,0.0078125,0.0,0.0,0.0
76,-6.7203057481957,1.1973183175215054,1.1942327179468006,1.0,1.0,0.8046875,1.0,0.6171875,1.0,0.484375,0.75,0.4765625,0.5,0.4765625,0.375,0.3203125,0.0,0.015625,0.0,0.0,0.0
77,1.1306893996621163,1.1917542068143763,1.1942327179468006,1.0,1.0,0.84375,1.0,0.6953125,1.0,0.53125,0.5,0.46875,0.375,0.4453125,0.375,0.3046875,0.0,0.0,0.0,0.0,0.0
78,2.0236456135765057,1.2001177878239944,1.1942327179468006,1.0,1.0,0.859375,1.0,0.6953125,1.0,0.5703125,0.875,0.5390625,0.625,0.484375,0.5,0.34375,0.0,0.0,0.0,0.0,0.0
79,-0.05095995441998915,1.2185446026652793,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.7109375,1.0,0.6328125,0.875,0.5546875,0.75,0.5390625,0.625,0.390625,0.0,0.0234375,0.0,0.0,0.0
80,0.5240176394913978,1.1831760511025988,1.1942327179468006,1.0,1.0,0.8125,1.0,0.671875,1.0,0.4765625,0.375,0.453125,0.25,0.4140625,0.25,0.28125,0.0,0.0,0.0,0.0,0.0
81,0.6623009586958336,1.1816515663639742,1.1942327179468006,1.0,1.0,0.765625,1.0,0.6484375,1.0,0.5625,0.5,0.4921875,0.375,0.46875,0.25,0.2578125,0.0,0.0,0.0,0.0,0.0
82,-1.376012784365599,1.1830178153614062,1.1942327179468006,1.0,1.0,0.828125,1.0,0.625,1.0,0.4765625,0.625,0.4375,0.25,0.390625,0.125,0.2265625,0.0,0.0,0.0,0.0,0.0
83,-0.2799823496108003,1.1826848856431846,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.578125,1.0,0.4765625,0.5,0.453125,0.375,0.40625,0.125,0.2734375,0.0,0.0,0.0,0.0,0.0
84,-0.4979305579230362,1.1881388590791775,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6015625,1.0,0.4765625,0.375,0.453125,0.375,0.3671875,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
85,-6.015198539530966,1.1960773197236472,1.1942327179468006,1.0,1.0,0.828125,1.0,0.71875,1.0,0.5546875,0.75,0.515625,0.5,0.4609375,0.375,0.2734375,0.0,0.0078125,0.0,0.0,0.0
86,0.5050841627218442,1.1919721054340053,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.6640625,1.0,0.546875,0.875,0.53125,0.375,0.4453125,0.125,0.2578125,0.0,0.0,0.0,0.0,0.0
87,-0.7062691252176915,1.208167251539837,1.1942327179468006,1.0,1.0,0.84375,1.0,0.7109375,1.0,0.5703125,0.75,0.5234375,0.5,0.4765625,0.375,0.3671875,0.125,0.0078125,0.0,0.0,0.0
88,0.007283007271966715,1.1947150246167422,1.1942327179468006,1.0,1.0,0.796875,1.0,0.6875,0.875,0.5546875,0.625,0.5,0.5,0.4765625,0.375,0.3125,0.0,0.0,0.0,0.0,0.0
89,-0.125797665332833,1.180316797801891,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6484375,0.875,0.5390625,0.625,0.453125,0.5,0.421875,0.25,0.2890625,0.0,0.015625,0.0,0.0,0.0
90,0.5744783356465621,1.2203459342358327,1.1942327179468006,1.0,1.0,0.890625,1.0,0.7578125,1.0,0.609375,0.875,0.5703125,0.625,0.4921875,0.5,0.3125,0.25,0.0234375,0.0,0.0,0.0
91,-0.6860750050692442,1.172874962512371,1.1942327179468006,1.0,1.0,0.75,1.0,0.5859375,0.875,0.5,0.375,0.4453125,0.25,0.3984375,0.25,0.2890625,0.0,0.0,0.0,0.0,0.0
92,-0.6646468625625668,1.1992922570076172,1.1942327179468006,1.0,1.0,0.828125,1.0,0.71875,0.875,0.5625,0.75,0.4921875,0.625,0.4609375,0.5,0.2890625,0.0,0.0,0.0,0.0,0.0
93,0.23645588073140403,1.1825754676850024,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.6796875,0.875,0.5390625,0.5,0.5,0.5,0.4453125,0.25,0.25,0.0,0.0,0.0,0.0,0.0
94,-1.6345294702543691,1.204411739603668,1.1942327179468006,1.0,1.0,0.828125,1.0,0.6953125,1.0,0.59375,0.75,0.53125,0.75,0.5,0.625,0.34375,0.0,0.0,0.0,0.0,0.0
95,0.1864609302127364,1.1919611098427383,1.1942327179468006,1.0,1.0,0.765625,1.0,0.6328125,1.0,0.53125,0.5,0.5,0.5,0.46875,0.375,0.3046875,0.0,0.0234375,0.0,0.0,0.0
96,-9.083044628317753,1.1990449929646363,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.65625,1.0,0.5625,0.875,0.5078125,0.625,0.484375,0.375,0.34375,0.125,0.0,0.0,0.0,0.0
97,1.4531829153282696,1.220560055732415,1.1942327179468006,1.0,1.0,0.890625,1.0,0.7578125,1.0,0.5625,0.875,0.5078125,0.875,0.4921875,0.875,0.359375,0.125,0.0,0.0,0.0,0.0
98,-0.46163888355327126,1.193515707749438,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.65625,1.0,0.515625,0.5,0.5,0.375,0.453125,0.375,0.2890625,0.125,0.0078125,0.0,0.0,0.0
99,-0.006564462894550122,1.1846675966296039,1.1942327179468006,1.0,1.0,0.765625,1.0,0.625,1.0,0.5390625,0.5,0.5,0.375,0.4609375,0.25,0.34375,0.0,0.0078125,0.0,0.0,0.0
100,-7.784004526342322,1.185189280076816,1.1942327179468006,1.0,1.0,0.7421875,1.0,0.609375,1.0,0.46875,0.5,0.4453125,0.375,0.40625,0.375,0.296875,0.0,0.0,0.0,0.0,0.0
101,0.38562944583086184,1.1863502540923399,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.640625,1.0,0.5,0.5,0.46875,0.25,0.4453125,0.125,0.2890625,0.0,0.0,0.0,0.0,0.0
102,0.80226559790298,1.1915637863933513,1.1942327179468006,1.0,1.0,0.796875,1.0,0.625,0.875,0.5,0.625,0.46875,0.625,0.4140625,0.375,0.2890625,0.0,0.0078125,0.0,0.0,0.0
103,-0.00683002603224515,1.1881642348372325,1.1942327179468006,1.0,1.0,0.8125,1.0,0.671875,0.875,0.5546875,0.625,0.515625,0.5,0.4765625,0.375,0.328125,0.0,0.0,0.0,0.0,0.0
104,-0.05481735711805908,1.1859087355253304,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6171875,1.0,0.515625,0.5,0.4609375,0.25,0.4609375,0.25,0.3359375,0.0,0.0078125,0.0,0.0,0.0
105,-0.20023601409635317,1.185872313530899,1.1942327179468006,1.0,1.0,0.765625,1.0,0.625,1.0,0.4765625,0.5,0.4453125,0.25,0.4140625,0.25,0.296875,0.0,0.0078125,0.0,0.0,0.0
106,0.9661536755736854,1.2040804543023889,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.71875,1.0,0.59375,0.75,0.546875,0.5,0.5,0.375,0.3046875,0.125,0.0078125,0.0,0.0,0.0
107,-2.6627077482891224,1.19435572654394,1.1942327179468006,1.0,1.0,0.875,1.0,0.6875,1.0,0.53125,0.625,0.4921875,0.5,0.4609375,0.375,0.2734375,0.0,0.0,0.0,0.0,0.0
108,-4.77925741082171,1.1923468675609652,1.1942327179468006,1.0,1.0,0.7890625,1.0,0.640625,1.0,0.546875,0.625,0.5234375,0.5,0.484375,0.25,0.3203125,0.0,0.0078125,0.0,0.0,0.0
109,2.4120541256588397,1.2058253931160763,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.75,0.875,0.5546875,0.75,0.5078125,0.625,0.4765625,0.625,0.3515625,0.125,0.0,0.0,0.0,0.0
110,0.7846474952694366,1.1907907859252114,1.1942327179468006,1.0,1.0,0.828125,1.0,0.65625,1.0,0.546875,0.625,0.5078125,0.625,0.4609375,0.375,0.3359375,0.0,0.0078125,0.0,0.0,0.0
111,-1.0078574396732396,1.1778365017395223,1.1942327179468006,1.0,1.0,0.8203125,1.0,0.640625,0.875,0.4765625,0.375,0.4140625,0.25,0.3828125,0.25,0.2734375,0.0,0.0,0.0,0.0,0.0
112,-0.7755457358301622,1.2154076126776603,1.1942327179468006,1.0,1.0,0.84375,1.0,0.7578125,1.0,0.5859375,0.75,0.5546875,0.75,0.53125,0.625,0.359375,0.125,0.0078125,0.0,0.0,0.0
113,-0.008303946698355418,1.2102106320035162,1.1942327179468006,1.0,1.0,0.84375,1.0,0.71875,1.0,0.5703125,0.75,0.5546875,0.625,0.484375,0.5,0.34375,0.0,0.0,0.0,0.0,0.0
114,-0.5007103373424392,1.2051438775210939,1.1942327179468006,1.0,1.0,0.765625,1.0,0.6328125,1.0,0.53125,0.625,0.5,0.375,0.5,0.375,0.3671875,0.125,0.0078125,0.0,0.0,0.0
115,-0.8873720742613895,1.1839533034702008,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.7109375,1.0,0.5078125,0.5,0.4453125,0.375,0.390625,0.25,0.21875,0.0,0.0,0.0,0.0,0.0
116,0.5499981583561073,1.2124447758098145,1.1942327179468006,1.0,1.0,0.859375,1.0,0.734375,1.0,0.5859375,0.875,0.5546875,0.75,0.515625,0.625,0.375,0.125,0.0,0.0,0.0,0.0
117,0.6491954469095388,1.1975048191028574,1.1942327179468006,1.0,1.0,0.78125,1.0,0.6328125,1.0,0.515625,0.625,0.4921875,0.625,0.4609375,0.25,0.3203125,0.0,0.015625,0.0,0.0,0.0
118,0.0012555207283070776,1.2049347655615041,1.1942327179468006,1.0,1.0,0.8515625,1.0,0.7109375,1.0,0.515625,0.75,0.4765625,0.75,0.453125,0.75,0.3359375,0.0,0.0078125,0.0,0.0,0.0
119,1.4305574668359413,1.1902745973341382,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.6796875,1.0,0.515625,0.75,0.4765625,0.5,0.4453125,0.375,0.2421875,0.0,0.0,0.0,0.0,0.0
120,-1.1233069503213333,1.200887411568653,1.1942327179468006,1.0,1.0,0.8125,1.0,0.71875,1.0,0.5703125,0.875,0.5390625,0.5,0.53125,0.375,0.3671875,0.0,0.0,0.0,0.0,0.0
121,0.11940809144413037,1.1941962531691699,1.1942327179468006,1.0,1.0,0.8359375,1.0,0.6875,1.0,0.5546875,0.5,0.5,0.375,0.484375,0.375,0.2890625,0.0,0.0078125,0.0,0.0,0.0
122,26.202443225378918,1.2011170913573903,1.1942327179468006,1.0,1.0,0.84375,1.0,0.6796875,1.0,0.546875,0.625,0.4921875,0.375,0.4609375,0.375,0.28125,0.0,0.0078125,0.0,0.0,0.0
123,-4.538083360035597,1.1794080892408298,1.1942327179468006,1.0,1.0,0.7734375,1.0,0.6484375,0.875,0.5078125,0.75,0.4296875,0.25,0.3828125,0.125,0.2890625,0.0,0.0078125,0.0,0.0,0.0
